Date,Open,High,Low,Close,Volume,SMA50,SMA200
2024-06-05,463.3638443005885,466.01077548274776,459.56824832039496,459.8678894042969,37366840,,
2024-06-06,462.41493450800965,465.0618655411197,457.07111194241423,462.61468505859375,24191464,,
2024-06-07,462.8144647995901,466.66002105469386,459.81793220844,462.16522216796875,28556083,,
2024-06-10,463.06419590808207,470.6554182309635,459.36846002598105,470.3058166503906,31405955,,
2024-06-11,470.4556777062302,473.2524296270588,465.3615655454333,467.8087463378906,36666931,,
2024-06-12,470.0061655227062,474.0015426576813,463.11414606133593,464.3627014160156,24703041,,
2024-06-13,463.8632618584893,465.01192664520653,457.25890419005174,459.4683532714844,34613400,,
2024-06-14,459.7679943524342,462.81448759285774,457.7703058599494,459.4683532714844,24629988,,
2024-06-17,459.41844203452416,461.615881176711,456.97126133825924,460.11761474609375,21606961,,
2024-06-18,461.4160942798136,467.45908954792736,461.0165322105944,466.3104248046875,32364208,,
2024-06-19,465.4614030678035,468.60775624100654,464.8810809206073,465.8110046386719,22876709,,
2024-06-20,466.0107906600193,472.35345798918104,463.0142577941768,469.95623779296875,49565069,,
2024-06-21,467.8586263739308,472.8029174539765,464.0130700319294,470.45562744140625,86474396,,
2024-06-24,466.0607279358292,474.55090396590776,462.86441417864154,473.60198974609375,41705397,,
2024-06-25,475.15020226933234,480.2942438476525,472.40338069541997,473.3522644042969,32854319,,
2024-06-26,474.00148012349706,477.9469267166925,470.006103515625,470.006103515625,26737597,,
2024-06-27,471.454476847498,476.5985185386735,467.15945884880153,472.2535400390625,20914870,,
2024-06-28,475.7495222020945,479.0457266420225,473.7019036045292,474.65081787109375,34507960,,
2024-07-01,478.7460542028671,481.64272701881566,471.754144199173,477.9469909667969,20833173,,
2024-07-02,482.2919635405909,489.68239915162513,475.05034255794635,484.13983154296875,28157656,,
2024-07-03,484.4394837967244,486.93659453794464,481.14330981123726,482.0921936035156,40487574,,
2024-07-04,482.941208503593,489.73333740234375,479.1955424603903,489.73333740234375,20860189,,
2024-07-05,488.8343913396061,492.67994796759393,481.44294966118656,481.6427307128906,68684950,,
2024-07-08,479.14559158681595,479.3953026454953,474.1014099121094,474.1014099121094,33327293,,
2024-07-09,459.46836061115505,463.2299993236887,450.7284733169211,453.7250061035156,94514575,,
2024-07-10,450.97815856937837,457.9700680045625,447.8817354373356,454.12451171875,59103197,,
2024-07-11,452.2766457228498,456.8713351815296,447.78184678154906,451.2778015136719,27230410,,
2024-07-12,454.4741269482799,459.56823864350224,448.5309915568027,452.9758605957031,24153584,,
2024-07-15,446.9328871695208,455.7227046777798,443.78650328836443,448.880615234375,22978638,,
2024-07-16,447.7818486604531,451.5774749606395,442.4879865225193,446.0838317871094,23748366,,
2024-07-17,446.28358307564633,453.9387266026697,445.34466707494795,452.1767883300781,21130713,,
2024-07-18,457.47066868468306,462.3649994365948,449.4299846267072,458.4695129394531,24358024,,
2024-07-19,457.2709065230078,466.75992733515574,449.43000318513253,456.771484375,23647860,,
2024-07-22,457.47068559227637,459.0188820514665,424.1392564558775,457.2709045410156,32925599,,
2024-07-23,455.62282459737577,457.2209815852333,449.6797192593836,450.1291809082031,64027598,,
2024-07-24,449.5298344910178,520.7374788191097,417.5168890431889,452.5263671875,24766718,,
2024-07-25,448.2313504792101,453.42535269439895,444.335864058972,452.9758605957031,18153449,,
2024-07-26,456.82141306961717,459.4683441732845,404.27220246456443,453.9747009277344,19286977,,
2024-07-29,461.51596860296485,464.3626807815998,452.4764404296875,452.4764404296875,30170740,,
