Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
CON.DE,new_opportunity,media,Nueva oportunidad detectada en CON.DE,CON.DE aparece por primera vez con score 67.5 y clasificación seguimiento.,2026-04-13T09:54:31.215311+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 79.8 y clasificación entrada_directa.,2026-04-13T09:54:31.676900+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 81.7 y clasificación seguimiento.,2026-04-13T09:54:33.925825+02:00,False
SIE.DE,new_opportunity,media,Nueva oportunidad detectada en SIE.DE,SIE.DE aparece por primera vez con score 61.5 y clasificación seguimiento.,2026-04-13T09:54:34.162313+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 60.3 y clasificación descarte.,2026-04-13T09:54:34.299002+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 79.5 y clasificación entrada_directa.,2026-04-13T09:54:36.485216+02:00,False
ADS.DE,new_opportunity,media,Nueva oportunidad detectada en ADS.DE,ADS.DE aparece por primera vez con score 81.0 y clasificación seguimiento.,2026-04-13T09:54:36.654738+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 68.2 y clasificación seguimiento.,2026-04-13T09:54:37.023944+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 66.7 y clasificación seguimiento.,2026-04-13T09:54:39.323925+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 72.2 y clasificación seguimiento.,2026-04-13T09:54:39.535330+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 63.8 y clasificación seguimiento.,2026-04-13T09:54:41.796412+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 66.8 y clasificación seguimiento.,2026-04-13T09:54:42.010928+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 83.0 y clasificación seguimiento.,2026-04-13T09:54:44.253858+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 69.5 y clasificación seguimiento.,2026-04-13T09:54:46.485791+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 71.0 y clasificación seguimiento.,2026-04-13T09:54:49.281400+02:00,False
ML.PA,new_opportunity,media,Nueva oportunidad detectada en ML.PA,ML.PA aparece por primera vez con score 71.4 y clasificación pendiente_confirmacion.,2026-04-13T09:54:49.398849+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 82.1 y clasificación seguimiento.,2026-04-13T09:54:51.653322+02:00,False
