Ticker,Nombre,Mercado,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Score_Tecnico_Base,Score_Tecnico_Bonus,Vol_Medio_Diario,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Variacion_Margen_pp,EV_EBITDA,Caida_Max_Multianual_%,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Paso_Filtro,hard_rules_applied,Capa1_Status,Base_Classification,Causal_Classification,Causal_Confidence,Problem_Type,Causal_Justification,Recovery_Status,Recovery_Signals,Technical_Status,Final_Classification,Entry_Zone_Min,Entry_Zone_Max,Entry_Zone,Exit_Zone_Min,Exit_Zone_Max,Exit_Zone,Invalidation_Conditions,Estimated_Horizon_Months,Short_Explanation,Summary_Explanation,Estado,Error
TWE.AX,TREA WINE FPO [TWE],ASX,1.0,script-v2.0,1.0,2026-04-23T09:30:54.076523+02:00,84.5,86.9,72.0,100.0,0.0,4.0,77.0,55.0,22.0,6951740.0,1.81,,,-21.53,61.9,-0.6703,True,74.1,84.1,False,5.78,-21.3,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 8.79% con caída del 50.4%,fuerte,seguimiento,4.19,4.52,4.19 - 4.52,5.89,7.8,5.89 - 7.80,Pérdida del soporte en 4.52 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 50.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 50.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.",OK,
GIS,"General Mills, Inc.",SP500,1.0,script-v2.0,1.0,2026-04-23T09:30:28.836428+02:00,81.8,87.4,89.0,86.0,0.0,6.0,65.0,53.0,12.0,8940085.0,-0.12,-100.0,0.2,6.51,49.6,-3.1389,False,35.3,34.8,False,44.52,-21.0,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 6.93% con caída del 38.7%,razonable,seguimiento,34.54,35.19,34.54 - 35.19,44.75,48.76,44.75 - 48.76,Pérdida del soporte en 34.54 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.","General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.",OK,
6758.T,SONY GROUP CORPORATION,ASIA,1.0,script-v2.0,1.0,2026-04-23T09:31:04.333404+02:00,81.3,86.1,92.0,81.0,0.0,4.0,67.0,55.0,12.0,20992731.0,-0.21,3.3,-1.6,9.76,31.4,-189.855,False,21.9,41.5,False,3901.83,-16.4,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 0.77% con caída del 31.7% | analyst_upgrade (media): Target 4764.78 vs precio 3263.00 (+46%), recMean 1.43, recKey strong_buy",razonable,seguimiento,3224.61,3263.0,3224.61 - 3263.00,3865.15,4059.6,3865.15 - 4059.60,Pérdida del soporte en 3224.61 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SONY GROUP CORPORATION está un 31.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","SONY GROUP CORPORATION está un 31.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",OK,
RI.PA,PERNOD RICARD,EUROSTOXX,1.0,script-v2.0,1.0,2026-04-23T09:28:49.358817+02:00,80.8,87.8,83.0,92.0,0.0,7.0,60.0,48.0,12.0,846869.0,3.89,8.0,,10.01,51.9,-4.6299,False,55.6,63.0,False,79.66,-17.4,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.14% con caída del 38.7% | analyst_upgrade (media): Target 87.03 vs precio 65.82 (+32%), recMean 2.32, recKey buy",razonable,seguimiento,62.58,65.82,62.58 - 65.82,80.21,91.33,80.21 - 91.33,Pérdida del soporte en 62.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"PERNOD RICARD está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","PERNOD RICARD está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",OK,
CSL.AX,CSL FPO [CSL],ASX,1.0,script-v2.0,1.0,2026-04-23T09:30:38.154201+02:00,80.8,83.5,84.0,83.0,0.0,7.0,73.0,61.0,12.0,1351404.0,2.06,,-0.2,15.31,57.2,-17.1061,False,6.7,10.6,False,182.37,-29.3,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.30% con caída del 53.2% | analyst_upgrade (media): Target 197.87 vs precio 129.00 (+53%), recMean 1.81, recKey buy",fuerte,seguimiento,122.55,129.0,122.55 - 129.00,186.16,234.42,186.16 - 234.42,Pérdida del soporte en 122.55 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 53.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CSL FPO [CSL] está un 53.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",OK,
CPB,The Campbell's Company,SP500,1.0,script-v2.0,1.0,2026-04-23T09:30:29.027865+02:00,80.5,88.3,84.0,92.0,0.0,1.0,57.0,45.0,12.0,8804500.0,3.92,6.3,0.3,7.48,57.1,-2.4012,False,43.3,50.5,False,27.75,-25.0,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.49% con caída del 44.6%,razonable,seguimiento,20.15,20.82,20.15 - 20.82,27.86,31.92,27.86 - 31.92,Pérdida del soporte en 20.15 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 44.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.","The Campbell's Company está un 44.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.",OK,
CAP.PA,CAPGEMINI,EUROSTOXX,1.0,script-v2.0,1.0,2026-04-23T09:28:41.033385+02:00,80.1,86.5,87.0,86.0,0.0,4.0,61.0,39.0,22.0,752305.0,2.29,55.8,,8.56,49.0,-8.345,True,56.1,67.5,False,123.5,-14.7,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.23% con caída del 32.7% | analyst_upgrade (media): Target 152.32 vs precio 105.40 (+45%), recMean 1.61, recKey buy",razonable,seguimiento,99.59,103.74,99.59 - 103.74,124.08,133.07,124.08 - 133.07,Pérdida del soporte en 99.59 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 32.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","CAPGEMINI está un 32.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",OK,
ADP,"Automatic Data Processing, Inc.",SP500,1.0,script-v2.0,1.0,2026-04-23T09:29:48.305076+02:00,78.2,78.7,100.0,60.0,0.0,15.0,77.0,55.0,22.0,3779275.0,0.33,-53.0,2.3,13.45,37.3,-19.0247,True,73.6,74.9,False,253.44,-20.4,True,False,True,,pass,entrada_directa,pendiente,0.0,desconocido,Pendiente de implementar,confirmada,"margin_stabilization (media): Margen gross 46.1% vs 45.2% (+0.9 pp) | eps_stabilization (media): EPS 2.62 vs 2.49 (Diluted EPS) | debt_reduction (alta): Deuda 4477.9M vs 9525.3M | dividend_maintained (baja): Dividendo actual 3.37% con caída del 38.9% | analyst_upgrade (media): Target 260.60 vs precio 201.69 (+29%), recMean 2.89, recKey hold",fuerte,entrada_directa,188.16,201.69,188.16 - 201.69,256.97,280.44,256.97 - 280.44,Pérdida del soporte en 188.16 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Automatic Data Processing, Inc. está un 38.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 73.8%, deuda neta/EBITDA 0.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: entrada_directa.","Automatic Data Processing, Inc. está un 38.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 73.8%, deuda neta/EBITDA 0.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: entrada_directa.",OK,
IP,International Paper Company,SP500,1.0,script-v2.0,1.0,2026-04-23T09:30:32.076862+02:00,77.8,80.7,69.0,91.0,0.0,7.0,69.0,57.0,12.0,7240829.0,2.38,1.2,0.2,6.85,42.0,-2.159,False,8.0,39.1,False,41.92,-20.5,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 31.4% vs 31.1% (+0.3 pp) | dividend_maintained (baja): Dividendo actual 5.55% con caída del 40.6% | analyst_upgrade (media): Target 42.70 vs precio 33.33 (+28%), recMean 2.08, recKey buy",razonable,seguimiento,31.66,33.33,31.66 - 33.33,42.48,47.71,42.48 - 47.71,Pérdida del soporte en 31.66 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 40.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","International Paper Company está un 40.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",OK,
HEN3.DE,Henkel AG & Co. KGaA          I,EUROSTOXX,1.0,script-v2.0,1.0,2026-04-23T09:28:29.199235+02:00,77.2,82.9,93.0,74.0,0.0,9.0,60.0,55.0,5.0,483779.0,0.18,-0.1,,8.46,23.8,-1.4283,False,44.1,42.3,False,71.39,-8.4,False,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,eps_stabilization (media): EPS 4.92 vs 4.80 (annual_eps_fallback) | debt_reduction (alta): Deuda 3708.0M vs 3711.0M | dividend_maintained (baja): Dividendo actual 3.16% con caída del 22.3%,razonable,seguimiento,64.37,65.42,64.37 - 65.42,71.32,71.57,71.32 - 71.57,Pérdida del soporte en 64.37 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"Henkel AG & Co. KGaA          I está un 22.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","Henkel AG & Co. KGaA          I está un 22.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",OK,
