Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.49,1.0,script-v2.0,1.0,2026-04-16T09:26:00.630710+02:00,82.8,88.8,84,93,0,4,65,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 7.61% con caída del 46.5% | analyst_upgrade (media): Target 24.82 vs precio 20.49 (+21%), recMean 3.05, recKey hold",razonable,seguimiento,20.35,20.49,20.35 - 20.49,28.08,32.53,28.08 - 32.53,Pérdida del soporte en 20.35 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 46.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.","The Campbell's Company está un 46.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.61,11,20,False,84.8,1.85,8744743.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6109.0,11.1,1.52,7.42,46.5,57.8,-27.0,35.2,False,False,-2.4148,False,29.8,18.3,False,27.96,-26.7,True,False,53,12,0.98,20.35,False
2,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2889.0,1.0,script-v2.0,1.0,2026-04-16T09:26:31.342597+02:00,81.8,76.7,98,58,0,7,97,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 2.70% con caída del 30.9% | analyst_upgrade (media): Target 4677.50 vs precio 2889.00 (+62%), recKey none",fuerte,seguimiento,2752.58,2865.45,2752.58 - 2865.45,3318.75,3551.3,3318.75 - 3551.30,Pérdida del soporte en 2752.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 30.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 30.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,2.7,11,20,False,46.1,0.18,9325175.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,5298770.0,19.3,3.13,12.77,30.9,52.0,-12.9,53.4,True,False,-173.8929,True,75.5,47.3,False,3318.27,-12.9,True,False,75,22,1.38,2752.58,False
3,SAP.DE,SAP SE                        I,EUROSTOXX,Technology,Software - Application,Germany,EUR,147.6,1.0,script-v2.0,1.0,2026-04-16T09:24:16.045863+02:00,81.4,75.5,99,55,0,12,99,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 1.57 vs 1.44 (Diluted EPS) | debt_reduction (alta): Deuda 7476.0M vs 9121.0M | dividend_maintained (baja): Dividendo actual 1.69% con caída del 46.0% | analyst_upgrade (media): Target 229.46 vs precio 147.60 (+55%), recMean 1.59, recKey buy",fuerte,entrada_directa,142.1,147.6,142.10 - 147.60,208.93,232.52,208.93 - 232.52,Pérdida del soporte en 142.10 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"SAP SE                        I está un 46.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.1%, deuda neta/EBITDA -0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.","SAP SE                        I está un 46.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.1%, deuda neta/EBITDA -0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.69,10,0,False,38.5,0.17,3481378.0,-2062000128.0,-0.18,-18.0,gross,73.8,72.9,0.9,16.1,172332.0,24.2,3.87,15.09,46.0,47.5,-29.4,43.6,True,False,-20.2053,True,58.8,48.6,False,204.53,-27.8,True,False,77,22,0.48,142.1,False
4,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,34.49,1.0,script-v2.0,1.0,2026-04-16T09:26:00.427744+02:00,81.0,87.9,89,87,0,6,60,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.07% con caída del 41.0%,razonable,seguimiento,32.77,34.49,32.77 - 34.49,45.12,49.68,45.12 - 49.68,Pérdida del soporte en 32.77 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"General Mills, Inc. está un 41.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 base_pattern_detected. Clasificación: seguimiento.","General Mills, Inc. está un 41.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 base_pattern_detected. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 base_pattern_detected,7.07,11,20,False,59.4,2.18,8950066.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18407.0,8.4,3.33,6.38,41.0,50.6,-23.6,25.3,False,False,-3.1012,False,13.8,16.7,False,44.82,-23.0,True,False,48,12,0.85,,False
5,TWE.AX,TREA WINE FPO [TWE],ASX,Consumer Defensive,Beverages - Wineries & Distilleries,Australia,AUD,3.97,1.0,script-v2.0,1.0,2026-04-16T09:26:24.229622+02:00,80.5,86.9,72,100,0,7,61,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 10.08% con caída del 56.8% | analyst_upgrade (media): Target 5.45 vs precio 3.97 (+37%), recMean 2.79, recKey hold",razonable,seguimiento,3.77,3.97,3.77 - 3.97,5.98,7.8,5.98 - 7.80,Pérdida del soporte en 3.77 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 56.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 56.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,10.08,10,0,False,72.4,0.54,6898847.0,1862100064.0,1.81,,,46.1,,,-9.9,3206.0,11.7,0.83,-19.05,56.8,66.7,-33.6,50.7,False,False,-0.7482,True,90.0,83.3,False,5.86,-32.3,True,False,39,22,0.34,3.77,False
6,ADP,"Automatic Data Processing, Inc.",SP500,Technology,Software - Application,United States,USD,196.92,1.0,script-v2.0,1.0,2026-04-16T09:25:22.871053+02:00,79.4,79.2,100,61,0,15,80,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"margin_stabilization (media): Margen gross 46.1% vs 45.2% (+0.9 pp) | eps_stabilization (media): EPS 2.62 vs 2.49 (Diluted EPS) | debt_reduction (alta): Deuda 4477.9M vs 9525.3M | dividend_maintained (baja): Dividendo actual 3.45% con caída del 40.3% | analyst_upgrade (media): Target 260.60 vs precio 196.92 (+32%), recMean 2.89, recKey hold",fuerte,entrada_directa,188.16,196.92,188.16 - 196.92,259.48,280.44,259.48 - 280.44,Pérdida del soporte en 188.16 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"Automatic Data Processing, Inc. está un 40.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 73.8%, deuda neta/EBITDA 0.3x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.","Automatic Data Processing, Inc. está un 40.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 73.8%, deuda neta/EBITDA 0.3x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.45,11,20,False,60.7,0.7,3777428.0,2053199872.0,0.33,-53.0,gross,48.4,46.0,2.3,73.8,79644.0,18.9,12.41,13.14,40.3,38.8,-24.1,40.4,False,True,-19.8287,False,43.7,36.3,False,255.7,-23.0,True,False,68,12,0.8,188.16,False
7,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,106.55,1.0,script-v2.0,1.0,2026-04-16T09:24:23.403783+02:00,79.1,86.5,87,86,0,4,57,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.19% con caída del 31.9% | analyst_upgrade (media): Target 152.32 vs precio 106.55 (+43%), recMean 1.61, recKey buy",razonable,seguimiento,99.59,104.46,99.59 - 104.46,124.94,133.07,124.94 - 133.07,Pérdida del soporte en 99.59 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 31.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","CAPGEMINI está un 31.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.19,10,0,False,37.2,0.81,735679.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17823.0,11.7,1.55,8.53,31.9,48.4,-14.7,56.9,False,False,-8.9595,True,92.8,87.3,False,124.22,-14.2,True,False,35,22,0.39,99.59,False
8,CSL.AX,CSL FPO [CSL],ASX,Healthcare,Biotechnology,Australia,AUD,137.55,1.0,script-v2.0,1.0,2026-04-16T09:26:09.076976+02:00,78.6,82.5,83,82,0,7,67,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.10% con caída del 50.1% | analyst_upgrade (media): Target 199.15 vs precio 137.55 (+45%), recMean 1.81, recKey buy",razonable,seguimiento,130.67,137.55,130.67 - 137.55,188.77,234.42,188.77 - 234.42,Pérdida del soporte en 130.67 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 50.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","CSL FPO [CSL] está un 50.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.1,11,20,False,45.5,0.54,1303290.0,9992999936.0,2.06,,gross,51.9,52.1,-0.2,6.7,66756.0,15.8,2.52,16.33,50.1,54.4,-27.1,40.8,False,False,-16.7868,True,18.1,26.9,False,185.44,-25.8,True,False,45,22,0.72,,False
9,HEN3.DE,Henkel AG & Co. KGaA          I,EUROSTOXX,Consumer Defensive,Household & Personal Products,Germany,EUR,65.24,1.0,script-v2.0,1.0,2026-04-16T09:24:13.659172+02:00,77.7,82.9,93,74,0,9,62,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,eps_stabilization (media): EPS 4.92 vs 4.80 (annual_eps_fallback) | debt_reduction (alta): Deuda 3708.0M vs 3711.0M | dividend_maintained (baja): Dividendo actual 3.17% con caída del 22.5%,razonable,seguimiento,64.14,65.24,64.14 - 65.24,71.36,71.57,71.36 - 71.57,Pérdida del soporte en 64.14 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"Henkel AG & Co. KGaA          I está un 22.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.","Henkel AG & Co. KGaA          I está un 22.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal,3.17,10,0,False,41.5,0.18,476758.0,568999936.0,0.18,-0.1,,50.8,,,9.7,26558.0,13.3,1.29,8.4,22.5,24.0,-8.6,33.1,False,False,-1.2529,False,32.1,34.4,False,71.41,-8.6,False,False,57,5,0.82,64.14,False
10,IAG.AX,INSUR.AUST FPO [IAG],ASX,Financial Services,Insurance - Property & Casualty,Australia,AUD,7.48,1.0,script-v2.0,1.0,2026-04-16T09:26:20.917109+02:00,77.5,74.7,96,56,0,4,86,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 0.57 vs 0.36 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 4.14% con caída del 18.5%,fuerte,seguimiento,7.09,7.11,7.09 - 7.11,7.75,7.8,7.75 - 7.80,Pérdida del soporte en 7.11 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"INSUR.AUST FPO [IAG] está un 18.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.7%, deuda neta/EBITDA 0.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","INSUR.AUST FPO [IAG] está un 18.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.7%, deuda neta/EBITDA 0.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,4.14,11,20,False,67.4,0.42,7064502.0,1885000064.0,0.95,,,16.4,,,15.7,17579.0,16.3,2.42,10.04,18.5,15.6,-3.5,63.1,True,False,-0.1578,True,92.4,79.7,False,7.73,-3.2,True,False,59,27,0.51,7.11,False
