Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2650.5,1.0,script-v2.0,1.0,2026-04-29T10:10:17.513949+02:00,88.2,92.6,99,87,0,7,75,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 2.94% con caída del 36.6% | analyst_upgrade (media): Target 4640.00 vs precio 2650.50 (+75%), recMean 1.38, recKey strong_buy",fuerte,seguimiento,2517.97,2650.5,2517.97 - 2650.50,3300.15,3551.3,3300.15 - 3551.30,Pérdida del soporte en 2517.97 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 36.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 36.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Volumen creciente | 🟢 base_pattern_detected,2.94,11,20,False,46.1,0.18,9154530.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,4822991.0,17.7,2.87,11.91,36.6,55.9,-19.7,41.4,False,True,-195.494,False,33.9,20.4,False,3272.04,-19.0,True,False,63,12,2.14,,False
2,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,62.84,1.0,script-v2.0,1.0,2026-04-29T10:07:52.295932+02:00,85.8,88.3,83,93,0,7,78,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.48% con caída del 41.5% | analyst_upgrade (media): Target 87.03 vs precio 62.84 (+38%), recMean 2.32, recKey buy",fuerte,seguimiento,62.58,62.84,62.58 - 62.84,79.73,91.33,79.73 - 91.33,Pérdida del soporte en 62.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 41.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","PERNOD RICARD está un 41.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.48,10,0,False,84.0,0.82,847741.0,11203999744.0,3.89,8.0,,58.4,,,8.6,15824.0,11.2,1.02,9.87,41.5,54.1,-21.2,34.9,False,False,-4.8431,False,0.0,16.0,False,78.8,-20.3,True,False,66,12,0.55,62.58,False
3,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,100.85,1.0,script-v2.0,1.0,2026-04-29T10:07:43.231344+02:00,83.8,90.7,87,94,0,4,63,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.37% con caída del 35.6% | analyst_upgrade (media): Target 150.10 vs precio 100.85 (+49%), recMean 1.72, recKey buy",razonable,seguimiento,99.34,100.85,99.34 - 100.85,123.3,133.07,123.30 - 133.07,Pérdida del soporte en 99.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 35.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","CAPGEMINI está un 35.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.37,10,0,False,37.2,0.81,763213.0,6643999744.0,2.29,55.8,,27.0,,,13.7,16856.0,11.0,1.47,8.12,35.6,51.2,-18.2,45.1,False,False,-8.7716,True,21.9,23.9,False,122.52,-17.7,True,False,41,22,0.53,99.34,False
4,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,34.75,1.0,script-v2.0,1.0,2026-04-29T10:09:38.800471+02:00,83.2,87.9,89,87,0,6,69,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.02% con caída del 39.1%,razonable,seguimiento,34.67,34.75,34.67 - 34.75,44.47,48.52,44.47 - 48.52,Pérdida del soporte en 34.67 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 39.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.","General Mills, Inc. está un 39.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Cerca de soporte. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.02,11,20,False,59.4,2.18,8981042.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18545.0,8.5,3.36,6.43,39.1,50.2,-21.9,34.1,False,False,-3.2441,False,29.7,29.1,False,44.16,-21.3,True,False,57,12,0.94,34.67,False
5,HEN3.DE,Henkel AG & Co. KGaA          I,EUROSTOXX,Consumer Defensive,Household & Personal Products,Germany,EUR,62.58,1.0,script-v2.0,1.0,2026-04-29T10:07:31.489532+02:00,82.2,87.3,98,78,0,12,67,entrada_escalada,entrada_escalada,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 4.92 vs 4.80 (annual_eps_fallback) | debt_reduction (alta): Deuda 3708.0M vs 3711.0M | dividend_maintained (baja): Dividendo actual 3.31% con caída del 25.7% | analyst_upgrade (media): Target 75.61 vs precio 62.58 (+21%), recMean 2.94, recKey hold",razonable,entrada_escalada,62.2,62.58,62.20 - 62.58,68.94,71.57,68.94 - 71.57,Pérdida del soporte en 62.20 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Henkel AG & Co. KGaA          I está un 25.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.","Henkel AG & Co. KGaA          I está un 25.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal,3.31,11,20,False,41.5,0.18,487559.0,568999936.0,0.18,-0.1,,50.8,,,9.7,25475.0,12.7,1.24,8.09,25.7,24.7,-9.2,38.7,False,False,-1.6992,False,20.2,15.7,False,68.97,-9.3,False,False,62,5,0.8,62.2,False
6,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,34.02,1.0,script-v2.0,1.0,2026-04-29T10:09:42.131430+02:00,81.8,80.7,69,91,0,7,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 31.4% vs 31.1% (+0.3 pp) | dividend_maintained (baja): Dividendo actual 5.44% con caída del 39.4% | analyst_upgrade (media): Target 42.70 vs precio 34.02 (+26%), recMean 2.08, recKey buy",fuerte,seguimiento,33.73,34.02,33.73 - 34.02,42.14,47.71,42.14 - 47.71,Pérdida del soporte en 33.73 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"International Paper Company está un 39.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","International Paper Company está un 39.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,5.44,11,20,False,158.1,0.71,7056252.0,9393000448.0,2.38,1.2,gross,29.7,29.6,0.2,-24.7,18013.0,12.3,1.21,6.94,39.4,40.8,-19.3,40.9,False,True,-2.3325,False,31.9,14.3,False,41.4,-17.8,True,False,73,12,1.22,33.73,False
7,9021.T,WEST JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,2963.5,1.0,script-v2.0,1.0,2026-04-29T10:10:23.465545+02:00,81.2,77.9,80,76,0,1,91,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 3.07% con caída del 17.2%,fuerte,seguimiento,2815.32,2963.5,2815.32 - 2963.50,3040.45,3161.54,3040.45 - 3161.54,Pérdida del soporte en 2815.32 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"WEST JAPAN RAILWAY CO está un 17.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.8%, deuda neta/EBITDA 3.5x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","WEST JAPAN RAILWAY CO está un 17.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.8%, deuda neta/EBITDA 3.5x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Estocástico sale de sobreventa | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,3.07,11,20,False,32.8,1.14,2056773.0,1327974039552.0,3.53,3.5,gross,25.3,25.6,-0.2,9.8,1348641.0,10.5,1.13,7.46,17.2,14.8,-6.3,33.5,False,True,-22.4432,False,6.6,3.8,True,3157.26,-6.1,True,False,68,23,1.21,,False
8,6758.T,SONY GROUP CORPORATION,ASIA,Technology,Consumer Electronics,Japan,JPY,3234.0,1.0,script-v2.0,1.0,2026-04-29T10:10:17.686018+02:00,81.0,86.7,92,82,0,4,64,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 0.77% con caída del 32.3% | analyst_upgrade (media): Target 4764.78 vs precio 3234.00 (+47%), recMean 1.43, recKey strong_buy",razonable,seguimiento,3224.61,3234.0,3224.61 - 3234.00,3858.45,4059.6,3858.45 - 4059.60,Pérdida del soporte en 3224.61 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SONY GROUP CORPORATION está un 32.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","SONY GROUP CORPORATION está un 32.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 base_pattern_detected,0.77,11,20,False,10.9,0.19,20699700.0,-429644054528.0,-0.21,3.3,gross,29.5,31.0,-1.6,14.9,19105397.0,15.7,2.36,9.44,32.3,32.0,-16.2,43.1,False,False,-194.6049,False,24.3,13.2,False,3889.29,-16.8,True,False,52,12,1.07,3224.61,False
9,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.54,1.0,script-v2.0,1.0,2026-04-29T10:09:39.431715+02:00,80.5,88.3,84,92,0,1,57,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.59% con caída del 44.0%,razonable,seguimiento,20.15,20.54,20.15 - 20.54,27.68,31.15,27.68 - 31.15,Pérdida del soporte en 20.15 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 44.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.","The Campbell's Company está un 44.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.",🟢 Cerca de soporte | 🟢 base_pattern_detected,7.59,11,20,False,84.8,1.85,8828236.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6124.0,11.2,1.53,7.43,44.0,57.7,-25.8,38.7,False,False,-2.429,False,46.2,43.8,False,27.48,-25.2,True,False,45,12,0.93,20.15,False
10,TWE.AX,TREA WINE FPO [TWE],ASX,Consumer Defensive,Beverages - Wineries & Distilleries,Australia,AUD,4.35,1.0,script-v2.0,1.0,2026-04-29T10:10:08.124095+02:00,79.5,86.9,72,100,0,7,57,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 9.20% con caída del 52.6% | analyst_upgrade (media): Target 5.45 vs precio 4.35 (+25%), recMean 2.57, recKey hold",razonable,seguimiento,4.05,4.12,4.05 - 4.12,5.82,7.8,5.82 - 7.80,Pérdida del soporte en 4.05 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 52.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 52.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,9.2,10,0,False,72.4,0.54,6954276.0,1862100064.0,1.81,,,46.1,,,-9.9,3512.0,12.7,0.91,-20.43,52.6,63.6,-25.3,57.4,False,False,-0.6229,True,49.5,54.0,False,5.69,-23.6,True,False,35,22,0.53,4.05,False
