Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 72.3 y clasificación seguimiento.,2026-06-12T12:01:37.177920+02:00,False
BAYN.DE,new_opportunity,media,Nueva oportunidad detectada en BAYN.DE,BAYN.DE aparece por primera vez con score 63.0 y clasificación descarte.,2026-06-12T12:01:37.434905+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 67.2 y clasificación seguimiento.,2026-06-12T12:01:39.836999+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 71.7 y clasificación entrada_escalada.,2026-06-12T12:01:39.861979+02:00,False
EOAN.DE,new_opportunity,media,Nueva oportunidad detectada en EOAN.DE,EOAN.DE aparece por primera vez con score 62.1 y clasificación seguimiento.,2026-06-12T12:01:39.955633+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 69.8 y clasificación pendiente_confirmacion.,2026-06-12T12:01:42.140085+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 65.0 y clasificación descarte.,2026-06-12T12:01:42.364775+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 74.3 y clasificación seguimiento.,2026-06-12T12:01:42.386862+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 76.0 y clasificación seguimiento.,2026-06-12T12:01:44.722627+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 69.2 y clasificación seguimiento.,2026-06-12T12:01:45.101255+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 74.2 y clasificación seguimiento.,2026-06-12T12:01:47.368801+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 82.0 y clasificación seguimiento.,2026-06-12T12:01:47.431567+02:00,False
