Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2616.5,1.0,script-v2.0,1.0,2026-05-04T10:26:38.273585+02:00,88.5,92.6,99,87,0,7,76,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 2.98% con caída del 37.4% | analyst_upgrade (media): Target 4640.00 vs precio 2616.50 (+77%), recMean 1.38, recKey strong_buy",fuerte,seguimiento,2463.0,2616.5,2463.00 - 2616.50,3294.73,3551.3,3294.73 - 3551.30,Pérdida del soporte en 2463.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 37.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 37.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 base_pattern_detected,2.98,11,20,False,46.1,0.18,8718868.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,4761123.0,17.5,2.83,11.75,37.4,56.5,-20.6,40.6,False,True,-198.2063,False,27.8,28.1,False,3271.19,-20.0,True,False,64,12,1.19,2463.0,False
2,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,102.6,1.0,script-v2.0,1.0,2026-05-04T10:23:42.291365+02:00,88.3,90.7,87,94,0,4,81,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.31% con caída del 34.5% | analyst_upgrade (media): Target 149.93 vs precio 102.60 (+46%), recMean 1.72, recKey buy",fuerte,seguimiento,99.34,102.6,99.34 - 102.60,122.96,133.07,122.96 - 133.07,Pérdida del soporte en 99.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 34.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","CAPGEMINI está un 34.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.31,10,0,False,37.2,0.81,770912.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17149.0,11.2,1.5,8.34,34.5,50.3,-16.6,48.2,False,True,-8.3411,True,33.7,34.8,False,122.02,-15.9,True,False,59,22,1.04,99.34,False
3,CSL.AX,CSL FPO [CSL],ASX,Healthcare,Biotechnology,Australia,AUD,124.4,1.0,script-v2.0,1.0,2026-05-04T10:26:08.102679+02:00,87.8,85.1,84,86,0,7,96,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.42% con caída del 54.9% | analyst_upgrade (media): Target 195.99 vs precio 124.40 (+58%), recMean 1.81, recKey buy",fuerte,seguimiento,123.88,124.4,123.88 - 124.40,182.18,234.42,182.18 - 234.42,Pérdida del soporte en 123.88 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 54.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CSL FPO [CSL] está un 54.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.42,11,20,False,45.5,0.54,1455630.0,9992999936.0,2.06,,gross,51.9,52.1,-0.2,6.7,60374.0,14.5,2.31,14.87,54.9,58.7,-31.7,27.8,False,True,-17.5391,False,3.0,3.8,False,175.65,-29.2,True,False,84,12,1.57,123.88,False
4,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.73,1.0,script-v2.0,1.0,2026-05-04T10:25:57.122605+02:00,87.2,88.3,84,92,0,1,84,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.53% con caída del 42.7%,fuerte,seguimiento,20.12,20.73,20.12 - 20.73,27.55,30.74,27.55 - 30.74,Pérdida del soporte en 20.12 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 42.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","The Campbell's Company está un 42.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.53,11,20,False,84.8,1.85,8705626.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6181.0,11.3,1.54,7.46,42.7,57.3,-24.8,42.9,False,False,-2.4138,True,57.4,53.1,False,27.48,-24.6,True,False,62,22,0.87,20.12,False
5,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,63.78,1.0,script-v2.0,1.0,2026-05-04T10:23:52.455121+02:00,86.2,88.3,83,93,0,7,80,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.37% con caída del 40.6% | analyst_upgrade (media): Target 87.03 vs precio 63.78 (+36%), recMean 2.32, recKey buy",fuerte,seguimiento,62.58,63.78,62.58 - 63.78,79.47,91.33,79.47 - 91.33,Pérdida del soporte en 62.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 40.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","PERNOD RICARD está un 40.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.37,10,0,False,84.0,0.82,868402.0,11203999744.0,3.89,8.0,,58.4,,,8.6,16061.0,11.4,1.04,9.75,40.6,53.4,-19.7,41.1,False,True,-4.8688,False,32.5,20.9,False,78.22,-18.5,True,False,68,12,0.88,62.58,False
6,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,34.72,1.0,script-v2.0,1.0,2026-05-04T10:25:56.281232+02:00,85.0,87.4,89,86,0,6,78,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.03% con caída del 37.4%,fuerte,seguimiento,34.53,34.72,34.53 - 34.72,44.27,47.14,44.27 - 47.14,Pérdida del soporte en 34.53 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 37.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","General Mills, Inc. está un 37.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.03,11,20,False,59.4,2.18,8850926.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18529.0,8.5,3.35,6.43,37.4,50.3,-21.6,38.1,False,False,-3.2465,False,34.1,40.4,False,44.16,-21.4,True,False,66,12,1.01,34.53,False
7,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3611.0,1.0,script-v2.0,1.0,2026-05-04T10:26:48.369206+02:00,85.0,89.0,81,96,0,7,73,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 465.88 vs 390.66 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 0.89% con caída del 25.2% | analyst_upgrade (media): Target 4593.33 vs precio 3611.00 (+27%), recMean 2.50, recKey buy",fuerte,seguimiento,3430.45,3611.0,3430.45 - 3611.00,4105.5,4127.43,4105.50 - 4127.43,Pérdida del soporte en 3430.45 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CENTRAL JAPAN RAILWAY CO está un 25.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 25.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 base_pattern_detected,0.89,11,20,False,5.6,0.94,2703974.0,4437330165760.0,4.28,9.9,,52.2,,,11.5,3449427.0,6.3,0.68,7.68,25.2,25.0,-12.5,26.5,False,False,-13.0727,False,4.8,8.7,False,4182.95,-13.7,True,False,61,12,2.12,,False
8,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,31.76,1.0,script-v2.0,1.0,2026-05-04T10:26:00.139372+02:00,84.1,84.8,72,96,0,15,82,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"margin_stabilization (media): Margen gross 31.4% vs 31.1% (+0.3 pp) | eps_stabilization (media): EPS 0.11 vs -4.52 (Diluted EPS) | debt_reduction (alta): Deuda 9543.0M vs 10412.0M | dividend_maintained (baja): Dividendo actual 5.82% con caída del 43.4% | analyst_upgrade (media): Target 40.00 vs precio 31.76 (+26%), recMean 1.92, recKey buy",fuerte,entrada_directa,30.17,31.76,30.17 - 31.76,41.87,47.71,41.87 - 47.71,Pérdida del soporte en 30.17 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 43.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.","International Paper Company está un 43.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Volumen creciente | 🟢 base_pattern_detected,5.82,11,20,False,158.1,0.64,7108261.0,8307000064.0,2.1,-8.3,gross,29.7,29.6,0.1,-16.0,16816.0,11.9,1.17,6.48,43.4,44.7,-24.1,36.5,False,True,-2.5128,False,26.8,20.8,False,41.35,-23.2,True,False,70,12,1.71,,False
9,7751.T,CANON INC,ASIA,Technology,Computer Hardware,Japan,JPY,4017.0,1.0,script-v2.0,1.0,2026-05-04T10:26:41.987781+02:00,82.4,78.5,86,72,0,4,94,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.98% con caída del 20.2% | analyst_upgrade (media): Target 4850.00 vs precio 4017.00 (+21%), recMean 2.60, recKey hold",fuerte,seguimiento,4005.0,4017.0,4005.00 - 4017.00,4278.05,4423.65,4278.05 - 4423.65,Pérdida del soporte en 4005.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"CANON INC está un 20.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CANON INC está un 20.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,3.98,10,0,False,43.6,0.34,4066303.0,582022987776.0,0.85,10.3,,46.5,,,9.4,3489116.0,10.9,1.02,6.29,20.2,20.4,-9.2,31.0,False,True,-72.545,False,4.8,9.1,False,4456.27,-9.9,True,False,77,17,1.22,4005.0,False
10,HEN3.DE,Henkel AG & Co. KGaA          I,EUROSTOXX,Consumer Defensive,Household & Personal Products,Germany,EUR,62.24,1.0,script-v2.0,1.0,2026-05-04T10:23:28.051174+02:00,82.2,87.3,98,78,0,12,67,entrada_escalada,entrada_escalada,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 4.92 vs 4.80 (annual_eps_fallback) | debt_reduction (alta): Deuda 3708.0M vs 3711.0M | dividend_maintained (baja): Dividendo actual 3.33% con caída del 26.1% | analyst_upgrade (media): Target 75.34 vs precio 62.24 (+21%), recMean 2.83, recKey hold",razonable,entrada_escalada,62.2,62.24,62.20 - 62.24,68.9,71.57,68.90 - 71.57,Pérdida del soporte en 62.20 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Henkel AG & Co. KGaA          I está un 26.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.","Henkel AG & Co. KGaA          I está un 26.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal,3.33,11,20,False,41.5,0.18,489123.0,568999936.0,0.18,-0.1,,50.8,,,9.7,25336.0,12.7,1.24,8.01,26.1,25.1,-9.7,37.8,False,False,-1.9396,False,27.0,18.6,False,68.89,-9.7,False,False,62,5,0.72,62.2,False
