Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.0,1.0,script-v2.0,1.0,2026-05-21T11:31:07.336098+02:00,91.6,90.4,84,96,0,1,95,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.80% con caída del 42.9%,fuerte,seguimiento,19.0,20.0,19.00 - 20.00,26.89,29.75,26.89 - 29.75,Pérdida del soporte en 19.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 42.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","The Campbell's Company está un 42.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.8,11,20,False,84.8,1.85,8816075.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,5963.0,10.9,1.49,7.34,42.9,58.8,-25.6,37.9,True,False,-2.364,True,16.9,24.0,False,26.68,-25.0,True,False,73,22,1.03,,False
2,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,102.8,1.0,script-v2.0,1.0,2026-05-21T11:29:15.200761+02:00,89.5,90.7,87,94,0,4,86,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.31% con caída del 33.5% | analyst_upgrade (media): Target 148.99 vs precio 102.80 (+45%), recMean 1.72, recKey buy",fuerte,seguimiento,98.94,102.55,98.94 - 102.55,121.08,131.37,121.08 - 131.37,Pérdida del soporte en 98.94 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","CAPGEMINI está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.31,10,0,False,37.2,0.81,739446.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17182.0,11.3,1.5,8.27,33.5,50.2,-15.1,50.6,True,False,-7.8235,True,52.6,56.6,False,120.9,-15.0,True,False,64,22,0.74,98.94,False
3,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,33.62,1.0,script-v2.0,1.0,2026-05-21T11:31:06.883515+02:00,87.2,87.9,89,87,0,6,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.26% con caída del 39.1%,fuerte,seguimiento,31.94,33.62,31.94 - 33.62,43.37,46.91,43.37 - 46.91,Pérdida del soporte en 31.94 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 39.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","General Mills, Inc. está un 39.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 base_pattern_detected,7.26,11,20,False,59.4,2.18,9304532.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,17942.0,8.2,3.25,6.23,39.1,51.8,-22.5,40.1,True,False,-3.4191,False,26.3,26.1,False,43.14,-22.1,True,False,73,12,1.05,,False
4,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3535.0,1.0,script-v2.0,1.0,2026-05-21T11:31:50.289630+02:00,85.8,89.0,81,96,0,7,76,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 465.88 vs 390.66 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 0.91% con caída del 26.8% | analyst_upgrade (media): Target 4497.50 vs precio 3535.00 (+27%), recMean 2.42, recKey buy",fuerte,seguimiento,3358.25,3535.0,3358.25 - 3535.00,4105.5,4144.78,4105.50 - 4144.78,Pérdida del soporte en 3358.25 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CENTRAL JAPAN RAILWAY CO está un 26.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 26.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 base_pattern_detected,0.91,11,20,False,5.6,0.94,2818210.0,4437330165760.0,4.28,9.9,,52.2,,,11.5,3376828.0,6.2,0.67,7.62,26.8,26.5,-14.7,31.1,False,True,-117.5996,False,2.2,5.7,False,4171.4,-15.3,True,False,64,12,0.8,,False
5,0700.HK,TENCENT,ASIA,Communication Services,Internet Content & Information,China,HKD,439.0,1.0,script-v2.0,1.0,2026-05-21T11:32:01.115899+02:00,85.7,84.6,99,72,0,7,89,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.30 vs 6.28 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 1.21% con caída del 35.7% | analyst_upgrade (media): Target 707.73 vs precio 439.00 (+61%), recMean 1.35, recKey strong_buy",fuerte,seguimiento,417.05,439.0,417.05 - 439.00,571.02,580.55,571.02 - 580.55,Pérdida del soporte en 417.05 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"TENCENT está un 35.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 20.5%, deuda neta/EBITDA -0.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","TENCENT está un 35.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 20.5%, deuda neta/EBITDA -0.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 base_pattern_detected,1.21,11,19,False,17.1,0.33,27636246.0,-54203973632.0,-0.19,,gross,56.4,56.9,-0.5,20.5,3965756.0,15.8,3.05,14.67,35.7,35.0,-23.1,34.8,True,False,-31.891,False,1.6,27.1,False,567.22,-22.6,True,False,77,12,1.04,,False
6,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,64.44,1.0,script-v2.0,1.0,2026-05-21T11:29:24.108682+02:00,85.5,88.3,83,93,0,7,77,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.29% con caída del 40.0% | analyst_upgrade (media): Target 87.03 vs precio 64.44 (+35%), recMean 2.32, recKey buy",fuerte,seguimiento,61.79,64.44,61.79 - 64.44,77.65,91.33,77.65 - 91.33,Pérdida del soporte en 61.79 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"PERNOD RICARD está un 40.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Cerca de soporte. Clasificación: seguimiento.","PERNOD RICARD está un 40.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.29,10,0,False,84.0,0.82,831851.0,11203999744.0,3.89,8.0,,58.4,,,8.6,16227.0,11.5,1.05,9.81,40.0,51.7,-17.0,52.0,True,False,-4.8213,True,66.3,54.7,False,76.66,-15.9,True,False,55,22,0.45,61.79,False
7,TWE.AX,TREA WINE FPO [TWE],ASX,Consumer Defensive,Beverages - Wineries & Distilleries,Australia,AUD,4.53,1.0,script-v2.0,1.0,2026-05-21T11:31:34.579820+02:00,85.5,86.9,72,100,0,7,81,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 8.83% con caída del 47.1% | analyst_upgrade (media): Target 5.45 vs precio 4.53 (+20%), recMean 2.43, recKey buy",fuerte,seguimiento,4.05,4.52,4.05 - 4.52,5.56,7.28,5.56 - 7.28,Pérdida del soporte en 4.52 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 47.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 47.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,8.83,10,0,False,72.4,0.54,6258519.0,1862100064.0,1.81,,,46.1,,,-9.9,3658.0,13.3,0.95,-20.46,47.1,62.1,-18.5,63.8,True,False,-0.4863,True,86.0,82.9,False,5.46,-17.0,True,False,59,22,1.0,4.52,False
8,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,30.88,1.0,script-v2.0,1.0,2026-05-21T11:31:10.725705+02:00,83.0,83.9,69,97,0,12,80,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 0.11 vs -4.52 (Diluted EPS) | debt_reduction (alta): Deuda 9759.0M vs 10317.0M | dividend_maintained (baja): Dividendo actual 5.99% con caída del 45.0% | analyst_upgrade (media): Target 39.36 vs precio 30.88 (+27%), recMean 1.75, recKey buy",fuerte,entrada_directa,29.45,30.88,29.45 - 30.88,40.68,47.71,40.68 - 47.71,Pérdida del soporte en 29.45 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 45.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.","International Paper Company está un 45.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,5.99,11,20,False,158.1,0.66,6976059.0,8522999552.0,2.13,-5.4,gross,29.7,29.8,-0.1,-16.0,16351.0,11.5,1.1,6.21,45.0,46.2,-24.1,41.0,False,True,-3.0236,False,33.3,18.0,False,40.29,-23.3,True,False,68,12,0.73,29.45,False
9,DSY.PA,DASSAULT SYSTEMES,EUROSTOXX,Technology,Software - Application,France,EUR,20.28,1.0,script-v2.0,1.0,2026-05-21T11:29:30.189444+02:00,82.1,81.1,95,69,0,6,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 2479.4M vs 3169.2M | dividend_maintained (baja): Dividendo actual 1.33% con caída del 41.0%,fuerte,seguimiento,18.25,18.47,18.25 - 18.47,22.99,29.24,22.99 - 29.24,Pérdida del soporte en 18.25 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"DASSAULT SYSTEMES está un 41.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.4%, deuda neta/EBITDA -1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","DASSAULT SYSTEMES está un 41.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.4%, deuda neta/EBITDA -1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Bajo SMA200 con SMA50 girando | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected | 🟡 trendline_break,1.33,10,0,False,28.3,0.27,2993504.0,-2395500032.0,-1.43,-21.8,gross,83.9,83.8,0.0,13.4,26634.0,22.0,2.9,14.54,41.0,50.4,-11.8,64.1,True,False,-1.4402,True,81.1,82.1,False,22.74,-10.8,True,True,57,28,0.81,18.25,True
10,3382.T,SEVEN & I HOLDINGS CO LTD,ASIA,Consumer Defensive,Grocery Stores,Japan,JPY,1894.5,1.0,script-v2.0,1.0,2026-05-21T11:31:52.566563+02:00,82.0,76.3,71,81,0,12,99,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 118.80 vs 66.61 (annual_eps_fallback) | debt_reduction (alta): Deuda 3793778.1M vs 4370155.0M | dividend_maintained (baja): Dividendo actual 3.17% con caída del 21.6% | analyst_upgrade (media): Target 2372.00 vs precio 1894.50 (+25%), recMean 2.33, recKey buy",fuerte,entrada_directa,1839.0,1894.5,1839.00 - 1894.50,2052.13,2054.45,2052.13 - 2054.45,Pérdida del soporte en 1839.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"SEVEN & I HOLDINGS CO LTD está un 21.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.","SEVEN & I HOLDINGS CO LTD está un 21.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: entrada_directa.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,3.17,11,20,False,42.1,1.04,7200338.0,3355144126464.0,3.56,-13.2,gross,16.2,28.1,-11.9,7.6,4379597.0,16.0,1.21,8.35,21.6,27.6,-7.7,42.7,True,False,-56.6537,False,42.9,64.5,False,2059.99,-8.0,True,False,82,17,1.14,1839.0,False
