Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 72.7 y clasificación seguimiento.,2026-08-10T09:19:00.622224+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 62.9 y clasificación seguimiento.,2026-08-10T09:19:03.638743+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 61.5 y clasificación seguimiento.,2026-08-10T09:19:06.229175+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 61.0 y clasificación seguimiento.,2026-08-10T09:19:06.278202+02:00,False
ADS.DE,new_opportunity,media,Nueva oportunidad detectada en ADS.DE,ADS.DE aparece por primera vez con score 62.4 y clasificación seguimiento.,2026-08-10T09:19:08.484071+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 60.3 y clasificación seguimiento.,2026-08-10T09:19:08.860696+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 73.8 y clasificación seguimiento.,2026-08-10T09:19:11.214890+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 64.8 y clasificación pendiente_confirmacion.,2026-08-10T09:19:11.508093+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 64.5 y clasificación seguimiento.,2026-08-10T09:19:14.189243+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 75.8 y clasificación seguimiento.,2026-08-10T09:19:16.396425+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 69.4 y clasificación seguimiento.,2026-08-10T09:19:18.776619+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 72.7 y clasificación seguimiento.,2026-08-10T09:19:21.673238+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 75.2 y clasificación seguimiento.,2026-08-10T09:19:24.326678+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 67.3 y clasificación seguimiento.,2026-08-10T09:19:24.655996+02:00,False
VIV.PA,new_opportunity,media,Nueva oportunidad detectada en VIV.PA,VIV.PA aparece por primera vez con score 62.0 y clasificación descarte.,2026-08-10T09:19:27.116672+02:00,False
RNO.PA,new_opportunity,media,Nueva oportunidad detectada en RNO.PA,RNO.PA aparece por primera vez con score 63.0 y clasificación seguimiento.,2026-08-10T09:19:29.714467+02:00,False
PHIA.AS,new_opportunity,media,Nueva oportunidad detectada en PHIA.AS,PHIA.AS aparece por primera vez con score 66.8 y clasificación entrada_directa.,2026-08-10T09:19:34.459874+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 72.8 y clasificación seguimiento.,2026-08-10T09:19:34.864088+02:00,False
AD.AS,new_opportunity,media,Nueva oportunidad detectada en AD.AS,AD.AS aparece por primera vez con score 66.8 y clasificación seguimiento.,2026-08-10T09:19:37.367141+02:00,False
TEN.MI,new_opportunity,media,Nueva oportunidad detectada en TEN.MI,TEN.MI aparece por primera vez con score 66.0 y clasificación entrada_escalada.,2026-08-10T09:19:42.861601+02:00,False
UCB.BR,new_opportunity,media,Nueva oportunidad detectada en UCB.BR,UCB.BR aparece por primera vez con score 70.6 y clasificación seguimiento.,2026-08-10T09:19:45.084119+02:00,False
FORTUM.HE,new_opportunity,media,Nueva oportunidad detectada en FORTUM.HE,FORTUM.HE aparece por primera vez con score 70.0 y clasificación seguimiento.,2026-08-10T09:19:48.574187+02:00,False
NESTE.HE,new_opportunity,media,Nueva oportunidad detectada en NESTE.HE,NESTE.HE aparece por primera vez con score 61.1 y clasificación entrada_escalada.,2026-08-10T09:19:49.175451+02:00,False
GSK.L,new_opportunity,media,Nueva oportunidad detectada en GSK.L,GSK.L aparece por primera vez con score 60.4 y clasificación descarte.,2026-08-10T09:19:55.023927+02:00,False
AZN.L,new_opportunity,media,Nueva oportunidad detectada en AZN.L,AZN.L aparece por primera vez con score 75.2 y clasificación entrada_directa.,2026-08-10T09:19:57.062531+02:00,False
RIO.L,new_opportunity,media,Nueva oportunidad detectada en RIO.L,RIO.L aparece por primera vez con score 69.0 y clasificación seguimiento.,2026-08-10T09:19:59.387400+02:00,False
NG.L,new_opportunity,media,Nueva oportunidad detectada en NG.L,NG.L aparece por primera vez con score 64.3 y clasificación seguimiento.,2026-08-10T09:20:01.813212+02:00,False
BATS.L,new_opportunity,media,Nueva oportunidad detectada en BATS.L,BATS.L aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-08-10T09:20:05.036730+02:00,False
IMB.L,new_opportunity,media,Nueva oportunidad detectada en IMB.L,IMB.L aparece por primera vez con score 65.2 y clasificación seguimiento.,2026-08-10T09:20:05.194596+02:00,False
ABT,new_opportunity,media,Nueva oportunidad detectada en ABT,ABT aparece por primera vez con score 60.1 y clasificación descarte.,2026-08-10T09:20:11.247320+02:00,False
T,new_opportunity,media,Nueva oportunidad detectada en T,T aparece por primera vez con score 73.8 y clasificación seguimiento.,2026-08-10T09:20:12.367923+02:00,False
ED,new_opportunity,media,Nueva oportunidad detectada en ED,ED aparece por primera vez con score 63.5 y clasificación descarte.,2026-08-10T09:20:20.667523+02:00,False
IBM,new_opportunity,media,Nueva oportunidad detectada en IBM,IBM aparece por primera vez con score 64.3 y clasificación entrada_escalada.,2026-08-10T09:20:35.170724+02:00,False
DUK,new_opportunity,media,Nueva oportunidad detectada en DUK,DUK aparece por primera vez con score 62.6 y clasificación descarte.,2026-08-10T09:20:45.547139+02:00,False
FMG.AX,new_opportunity,media,Nueva oportunidad detectada en FMG.AX,FMG.AX aparece por primera vez con score 83.8 y clasificación seguimiento.,2026-08-10T09:21:13.335526+02:00,False
ORG.AX,new_opportunity,media,Nueva oportunidad detectada en ORG.AX,ORG.AX aparece por primera vez con score 63.6 y clasificación seguimiento.,2026-08-10T09:21:18.867231+02:00,False
MGR.AX,new_opportunity,media,Nueva oportunidad detectada en MGR.AX,MGR.AX aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-08-10T09:21:21.225224+02:00,False
TWE.AX,new_opportunity,media,Nueva oportunidad detectada en TWE.AX,TWE.AX aparece por primera vez con score 64.3 y clasificación seguimiento.,2026-08-10T09:21:23.403783+02:00,False
7203.T,new_opportunity,media,Nueva oportunidad detectada en 7203.T,7203.T aparece por primera vez con score 74.8 y clasificación seguimiento.,2026-08-10T09:21:24.239512+02:00,False
4503.T,new_opportunity,media,Nueva oportunidad detectada en 4503.T,4503.T aparece por primera vez con score 65.7 y clasificación seguimiento.,2026-08-10T09:21:29.097561+02:00,False
6758.T,new_opportunity,media,Nueva oportunidad detectada en 6758.T,6758.T aparece por primera vez con score 63.0 y clasificación seguimiento.,2026-08-10T09:21:31.093325+02:00,False
4568.T,new_opportunity,media,Nueva oportunidad detectada en 4568.T,4568.T aparece por primera vez con score 76.2 y clasificación seguimiento.,2026-08-10T09:21:32.357547+02:00,False
7751.T,new_opportunity,media,Nueva oportunidad detectada en 7751.T,7751.T aparece por primera vez con score 60.6 y clasificación seguimiento.,2026-08-10T09:21:33.429766+02:00,False
8031.T,new_opportunity,media,Nueva oportunidad detectada en 8031.T,8031.T aparece por primera vez con score 65.5 y clasificación seguimiento.,2026-08-10T09:21:33.799463+02:00,False
9020.T,new_opportunity,media,Nueva oportunidad detectada en 9020.T,9020.T aparece por primera vez con score 69.5 y clasificación seguimiento.,2026-08-10T09:21:35.757480+02:00,False
9021.T,new_opportunity,media,Nueva oportunidad detectada en 9021.T,9021.T aparece por primera vez con score 75.8 y clasificación seguimiento.,2026-08-10T09:21:36.151290+02:00,False
9022.T,new_opportunity,media,Nueva oportunidad detectada en 9022.T,9022.T aparece por primera vez con score 70.1 y clasificación seguimiento.,2026-08-10T09:21:36.788852+02:00,False
