Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,96.34,1.0,script-v2.0,1.0,2026-06-12T12:01:51.788151+02:00,88.9,96.2,93,99,0,4,67,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.53% con caída del 37.5% | analyst_upgrade (media): Target 147.60 vs precio 96.34 (+53%), recMean 1.72, recKey buy",razonable,seguimiento,95.96,96.34,95.96 - 96.34,115.7,131.11,115.70 - 131.11,Pérdida del soporte en 95.96 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 37.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","CAPGEMINI está un 37.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Bajo SMA200 con SMA50 girando | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.53,11,20,False,37.2,0.81,713176.0,6643999744.0,2.29,55.8,,27.0,,,13.7,16102.0,10.6,1.4,7.89,37.5,49.1,-16.7,44.5,False,False,-6.6086,False,18.2,21.5,False,115.53,-16.6,True,False,55,12,0.86,95.96,True
2,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3365.0,1.0,script-v2.0,1.0,2026-06-12T12:03:58.832482+02:00,88.4,89.5,81,97,0,7,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 465.88 vs 390.66 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 0.95% con caída del 30.3% | analyst_upgrade (media): Target 4376.67 vs precio 3365.00 (+30%), recMean 2.42, recKey buy",fuerte,seguimiento,3277.0,3365.0,3277.00 - 3365.00,4105.5,4133.06,4105.50 - 4133.06,Pérdida del soporte en 3277.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CENTRAL JAPAN RAILWAY CO está un 30.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 30.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,0.95,11,20,False,5.6,0.94,2925683.0,4437330165760.0,4.28,9.9,,52.2,,,11.5,3214434.0,5.9,0.63,7.49,30.3,30.1,-18.6,36.1,True,False,-193.8019,False,30.0,50.5,False,4130.25,-18.5,True,False,73,12,1.22,3277.0,False
3,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,64.46,1.0,script-v2.0,1.0,2026-06-12T12:01:59.103637+02:00,86.5,88.3,83,93,0,7,81,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.29% con caída del 40.0% | analyst_upgrade (media): Target 86.53 vs precio 64.46 (+34%), recMean 2.37, recKey buy",fuerte,seguimiento,61.57,63.92,61.57 - 63.92,75.05,91.33,75.05 - 91.33,Pérdida del soporte en 61.57 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"PERNOD RICARD está un 40.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","PERNOD RICARD está un 40.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.29,10,0,False,84.0,0.82,788720.0,11203999744.0,3.89,8.0,,58.4,,,8.6,16232.0,11.5,1.05,9.76,40.0,50.7,-14.1,55.3,True,False,-4.3931,True,65.2,48.6,False,74.25,-13.2,True,False,59,22,0.62,61.57,False
4,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2500.5,1.0,script-v2.0,1.0,2026-06-12T12:03:53.510758+02:00,85.3,89.5,98,82,0,4,73,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 4.00% con caída del 40.2% | analyst_upgrade (media): Target 4281.76 vs precio 2500.50 (+71%), recMean 1.41, recKey strong_buy",fuerte,seguimiento,2470.25,2500.5,2470.25 - 2500.50,3183.29,3551.3,3183.29 - 3551.30,Pérdida del soporte en 2470.25 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"DAIICHI SANKYO COMPANY LIMITED está un 40.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.8%, deuda neta/EBITDA -0.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 40.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.8%, deuda neta/EBITDA -0.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,4.0,11,20,False,55.6,0.18,8925576.0,-149326004224.0,-0.49,196.5,,68.5,,,15.8,4550043.0,17.8,2.73,14.32,40.2,58.4,-21.4,42.1,False,True,-194.26,False,27.6,26.1,False,3128.59,-20.1,True,False,61,12,0.89,2470.25,False
5,9021.T,WEST JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,2577.5,1.0,script-v2.0,1.0,2026-06-12T12:03:58.648775+02:00,85.0,89.0,81,96,0,4,73,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 277.73 vs 240.08 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.78% con caída del 27.9%,fuerte,seguimiento,2453.0,2577.5,2453.00 - 2577.50,3040.45,3077.24,3040.45 - 3077.24,Pérdida del soporte en 2453.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"WEST JAPAN RAILWAY CO está un 27.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 10.2%, deuda neta/EBITDA 3.5x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","WEST JAPAN RAILWAY CO está un 27.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 10.2%, deuda neta/EBITDA 3.5x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte,3.78,11,20,False,35.1,1.15,2692675.0,1308535029760.0,3.48,7.0,gross,25.0,25.6,-0.5,10.2,1172979.0,9.3,0.97,6.98,27.9,25.8,-16.2,38.9,True,False,-142.2158,False,53.0,58.8,False,3056.1,-15.7,False,False,73,0,1.01,2453.0,False
6,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,33.82,1.0,script-v2.0,1.0,2026-06-12T12:03:24.327352+02:00,84.0,87.4,89,86,0,6,74,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.21% con caída del 38.7%,fuerte,seguimiento,33.58,33.82,33.58 - 33.82,42.31,46.86,42.31 - 46.86,Pérdida del soporte en 33.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza,7.21,11,20,False,59.4,2.18,9886976.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18049.0,8.3,3.27,6.26,38.7,51.5,-20.1,50.2,True,False,-3.2386,True,79.3,78.0,False,42.07,-19.6,False,False,64,10,0.85,33.58,False
7,T,AT&T Inc.,SP500,Communication Services,Telecom Services,United States,USD,23.0,1.0,script-v2.0,1.0,2026-06-12T12:02:42.105964+02:00,83.2,85.3,89,82,0,4,77,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 4.83% con caída del 22.8% | analyst_upgrade (media): Target 30.30 vs precio 23.00 (+32%), recMean 1.96, recKey buy",fuerte,seguimiento,22.94,23.0,22.94 - 23.00,25.32,25.82,25.32 - 25.82,Pérdida del soporte en 22.94 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"AT&T Inc. está un 22.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.4%, deuda neta/EBITDA 3.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","AT&T Inc. está un 22.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.4%, deuda neta/EBITDA 3.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte,4.83,11,20,False,36.5,1.25,40822468.0,147786995712.0,3.33,0.8,gross,59.4,59.6,-0.2,18.4,159812.0,7.6,1.46,7.33,22.8,21.1,-10.9,33.8,False,True,-0.5729,False,21.9,21.0,False,25.71,-10.5,False,False,77,0,1.06,22.94,False
8,BEI.DE,BEIERSDORF AG                 I,EUROSTOXX,Consumer Defensive,Household & Personal Products,Germany,EUR,71.38,1.0,script-v2.0,1.0,2026-06-12T12:01:47.431567+02:00,82.0,80.7,69,91,0,7,86,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 4.05 vs 3.24 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 1.40% con caída del 39.0% | analyst_upgrade (media): Target 88.05 vs precio 71.38 (+23%), recMean 2.50, recKey buy",fuerte,seguimiento,71.19,71.38,71.19 - 71.38,86.69,99.45,86.69 - 99.45,Pérdida del soporte en 71.19 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"BEIERSDORF AG                 I está un 39.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.2%, deuda neta/EBITDA -1.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","BEIERSDORF AG                 I está un 39.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.2%, deuda neta/EBITDA -1.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.4,11,20,False,23.5,2.52,486892.0,-2359999936.0,-1.47,90.4,,57.7,,,11.2,15598.0,16.8,1.81,8.1,39.0,50.4,-17.7,52.1,True,False,-6.6389,True,63.6,55.0,False,86.21,-17.2,True,False,64,22,0.6,71.19,False
9,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,22.73,1.0,script-v2.0,1.0,2026-06-12T12:03:24.129846+02:00,82.0,84.3,79,89,0,4,75,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,margin_stabilization (media): Margen gross 27.5% vs 28.0% (-0.5 pp) | dividend_maintained (baja): Dividendo actual 6.86% con caída del 33.5%,fuerte,seguimiento,20.17,20.88,20.17 - 20.88,26.15,29.04,26.15 - 29.04,Pérdida del soporte en 20.17 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"The Campbell's Company está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","The Campbell's Company está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Bajo SMA200 con SMA50 girando | 🟢 Volumen creciente | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,6.86,11,20,False,76.5,1.82,8684914.0,6934000000.0,4.07,3.7,gross,29.2,28.8,0.4,15.4,6778.0,11.1,1.68,8.04,33.5,53.2,-13.1,70.1,False,False,-1.7963,True,83.8,89.3,False,25.96,-12.4,True,False,53,22,1.31,20.17,True
10,TWE.AX,TREA WINE FPO [TWE],ASX,Consumer Defensive,Beverages - Wineries & Distilleries,Australia,AUD,4.86,1.0,script-v2.0,1.0,2026-06-12T12:03:46.723231+02:00,81.9,80.5,72,88,0,4,86,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 8.23% con caída del 43.3%,fuerte,seguimiento,4.28,4.49,4.28 - 4.49,5.32,7.28,5.32 - 7.28,Pérdida del soporte en 4.49 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 43.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 43.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟢 Cruce alcista MACD | 🟢 Bajo SMA200 con SMA50 girando | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,8.23,10,0,False,72.4,0.54,6026197.0,1862100064.0,1.81,,,46.1,,,-9.9,3924.0,14.4,1.02,-21.9,43.3,59.3,-8.6,67.3,True,False,-0.3307,True,93.3,87.9,False,5.21,-6.8,True,True,53,33,1.06,4.49,True
