Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,FMG.AX,FORTESCUE FPO [FMG],ASX,Basic Materials,Other Industrial Metals & Mining,Australia,AUD,17.75,1.0,script-v2.0,1.0,2026-08-22T06:26:24.141664+02:00,84.7,82.5,98,69,0,1,91,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 6.08% con caída del 24.1%,fuerte,seguimiento,16.86,17.75,16.86 - 17.75,19.87,20.26,19.87 - 20.26,Pérdida del soporte en 16.86 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"FORTESCUE FPO [FMG] está un 24.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","FORTESCUE FPO [FMG] está un 24.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Volumen creciente | 🟢 base_pattern_detected,6.08,11,16,True,89.5,0.29,6109708.0,856999936.0,0.1,,,40.1,,,14.2,54652.0,13.5,1.92,6.79,24.1,23.3,-12.4,40.2,True,False,-0.6183,False,27.5,36.8,False,20.22,-12.2,True,False,79,12,1.35,,False
2,0700.HK,TENCENT,ASIA,Communication Services,Internet Content & Information,China,HKD,457.0,1.0,script-v2.0,1.0,2026-08-22T06:27:00.142604+02:00,83.3,84.1,99,71,0,7,81,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.30 vs 6.28 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 1.16% con caída del 33.1% | analyst_upgrade (media): Target 665.99 vs precio 457.00 (+46%), recMean 1.33, recKey strong_buy",fuerte,seguimiento,449.98,454.66,449.98 - 454.66,522.35,580.55,522.35 - 580.55,Pérdida del soporte en 449.98 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"TENCENT está un 33.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 19.9%, deuda neta/EBITDA 0.0x. Técnicamente 🟡 MACD convergiendo, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","TENCENT está un 33.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 19.9%, deuda neta/EBITDA 0.0x. Técnicamente 🟡 MACD convergiendo, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟢 Bajo SMA200 con SMA50 girando | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected | 🟡 trendline_break,1.16,11,19,False,18.0,0.39,32900179.0,12923994112.0,0.04,,gross,56.7,56.9,-0.2,19.9,4118279.0,15.4,3.12,14.22,33.1,32.3,-12.5,49.2,False,True,-18.7651,True,34.0,25.7,False,510.34,-10.5,True,True,53,28,0.79,449.98,True
3,7203.T,TOYOTA MOTOR CORP,ASIA,Consumer Cyclical,Auto Manufacturers,Japan,JPY,3132.0,1.0,script-v2.0,1.0,2026-08-22T06:26:35.488413+02:00,76.2,73.9,75,73,0,7,83,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,margin_stabilization (media): Margen gross 18.0% vs 15.1% (+2.9 pp) | eps_stabilization (media): EPS 120.69 vs 64.56 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 3.19% con caída del 21.7%,fuerte,seguimiento,2822.94,2897.44,2822.94 - 2897.44,3166.14,3400.0,3166.14 - 3400.00,Pérdida del soporte en 2822.94 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"TOYOTA MOTOR CORP está un 21.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.4%, deuda neta/EBITDA 5.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","TOYOTA MOTOR CORP está un 21.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.4%, deuda neta/EBITDA 5.5x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,3.19,11,20,False,27.0,1.15,29443076.0,30602607722496.0,5.46,1.7,gross,16.8,16.7,0.1,12.4,37086179.0,8.9,0.99,12.25,21.7,20.5,-1.1,62.1,True,False,-46.7308,True,100.0,67.0,False,3184.16,-1.6,True,True,50,33,0.79,2822.94,True
4,3382.T,SEVEN & I HOLDINGS CO LTD,ASIA,Consumer Defensive,Grocery Stores,Japan,JPY,2030.5,1.0,script-v2.0,1.0,2026-08-22T06:26:51.822899+02:00,76.1,78.8,82,76,0,4,68,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 26.21 vs 18.96 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 2.95% con caída del 16.0%,razonable,seguimiento,1988.95,2023.81,1988.95 - 2023.81,2054.45,2063.44,2054.45 - 2063.44,Pérdida del soporte en 1988.95 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"SEVEN & I HOLDINGS CO LTD está un 16.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.0%, deuda neta/EBITDA 3.3x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.","SEVEN & I HOLDINGS CO LTD está un 16.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.0%, deuda neta/EBITDA 3.3x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,2.95,11,20,False,42.1,1.04,8170055.0,3217205100544.0,3.32,,,16.4,,,8.0,4603263.0,17.1,1.27,8.18,16.0,22.4,-1.6,46.7,False,True,4.7252,False,31.6,24.6,False,2075.68,-2.2,True,True,45,23,0.98,1988.95,True
5,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3936.0,1.0,script-v2.0,1.0,2026-08-22T06:26:50.313159+02:00,74.8,79.1,77,81,0,4,62,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 149.59 vs 147.88 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 0.81% con caída del 18.5%,razonable,seguimiento,3678.84,3766.0,3678.84 - 3766.00,4031.27,4105.5,4031.27 - 4105.50,Pérdida del soporte en 3766.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"CENTRAL JAPAN RAILWAY CO está un 18.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.2%, deuda neta/EBITDA 4.3x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 18.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.2%, deuda neta/EBITDA 4.3x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟡 trendline_break,0.81,11,20,False,5.6,0.92,3069757.0,4425204924416.0,4.28,11.6,,51.9,,,11.2,3736760.0,6.9,0.72,7.97,18.5,18.2,-2.4,58.1,False,True,-40.6531,True,73.2,39.8,False,4025.71,-2.2,False,True,41,21,0.81,3766.0,True
6,9021.T,WEST JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,2959.5,1.0,script-v2.0,1.0,2026-08-22T06:26:49.176090+02:00,74.5,80.9,82,80,0,1,55,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 3.29% con caída del 16.1%,razonable,seguimiento,2712.58,2845.97,2712.58 - 2845.97,2990.04,2998.8,2990.04 - 2998.80,Pérdida del soporte en 2712.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"WEST JAPAN RAILWAY CO está un 16.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.3%, deuda neta/EBITDA 3.7x. Técnicamente 🟡 MACD convergiendo, 🟡 Apoyo en MA40 semanal. Clasificación: seguimiento.","WEST JAPAN RAILWAY CO está un 16.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.3%, deuda neta/EBITDA 3.7x. Técnicamente 🟡 MACD convergiendo, 🟡 Apoyo en MA40 semanal. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,3.29,11,20,False,35.1,1.15,3029642.0,1360837033984.0,3.67,6.6,,24.8,,,9.3,1346821.0,10.7,1.1,7.66,16.1,14.7,-1.0,55.1,False,True,-23.0929,False,88.7,47.8,False,2987.98,-1.0,True,True,32,23,0.78,2712.58,True
7,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2833.5,1.0,script-v2.0,1.0,2026-08-22T06:26:43.156784+02:00,73.1,69.8,97,46,0,4,83,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.53% con caída del 32.2% | analyst_upgrade (media): Target 4090.59 vs precio 2833.50 (+44%), recMean 1.53, recKey buy",fuerte,seguimiento,2681.47,2710.58,2681.47 - 2710.58,2953.7,3551.3,2953.70 - 3551.30,Pérdida del soporte en 2710.58 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 32.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.8%, deuda neta/EBITDA -0.5x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Cerca de soporte. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 32.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.8%, deuda neta/EBITDA -0.5x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,3.53,11,20,False,55.6,0.29,7138823.0,-137370009600.0,-0.49,148.8,,68.5,,,14.8,5155988.0,20.2,3.03,17.8,32.2,52.9,-4.1,57.2,True,False,-66.6085,True,83.2,77.1,False,2897.84,-2.2,True,True,50,33,0.92,2710.58,True
8,035420.KS,NAVER,ASIA,Communication Services,Internet Content & Information,South Korea,KRW,222000.0,1.0,script-v2.0,1.0,2026-08-22T06:27:05.422162+02:00,72.8,75.1,74,76,0,7,66,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 100.0% vs 100.0% (+0.0 pp) | dividend_maintained (baja): Dividendo actual 1.18% con caída del 27.0% | analyst_upgrade (media): Target 304346.16 vs precio 222000.00 (+37%), recMean 1.50, recKey strong_buy",razonable,seguimiento,202894.44,210032.0,202894.44 - 210032.00,229015.01,258400.0,229015.01 - 258400.00,Pérdida del soporte en 202894.44 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"NAVER está un 27.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.4%, deuda neta/EBITDA -1.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","NAVER está un 27.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.4%, deuda neta/EBITDA -1.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,1.18,10,2,False,19.6,0.18,2033125.0,-3356823650304.0,-1.11,35.0,gross,100.0,100.0,0.0,6.4,33206710.0,15.0,,10.38,27.0,27.0,-3.1,54.4,False,False,-4147.591,True,63.1,51.9,False,227125.06,-2.3,True,False,39,27,0.67,202894.44,False
9,MGR.AX,MIRVAC GRP STAPLED [MGR],ASX,Real Estate,REIT - Diversified,Australia,AUD,1.91,1.0,script-v2.0,1.0,2026-08-22T06:26:32.464835+02:00,71.0,70.4,80,62,0,4,73,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 0.02 vs -0.20 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 5.24% con caída del 22.4%,fuerte,seguimiento,1.75,1.77,1.75 - 1.77,1.83,2.09,1.83 - 2.09,Pérdida del soporte en 1.77 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"MIRVAC GRP STAPLED [MGR] está un 22.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Volumen creciente. Clasificación: seguimiento.","MIRVAC GRP STAPLED [MGR] está un 22.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Cruce alcista MACD, 🟢 Volumen creciente. Clasificación: seguimiento.",🟢 Cruce alcista MACD | 🟢 Volumen creciente | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected | 🟡 trendline_break,5.24,11,20,False,55.2,0.42,11467350.0,3605000128.0,4.12,,,38.9,,,7.4,7535.0,11.2,0.82,12.73,22.4,18.4,4.4,71.7,True,False,-0.0125,True,89.1,84.1,False,1.81,5.3,True,True,45,28,2.14,1.77,True
10,9020.T,EAST JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3539.0,1.0,script-v2.0,1.0,2026-08-22T06:26:48.857366+02:00,70.9,66.9,61,72,0,1,83,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 2.37% con caída del 16.0%,fuerte,seguimiento,3457.75,3497.74,3457.75 - 3497.74,3579.35,3687.03,3579.35 - 3687.03,Pérdida del soporte en 3457.75 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"EAST JAPAN RAILWAY CO está un 16.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.9%, deuda neta/EBITDA 5.7x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.","EAST JAPAN RAILWAY CO está un 16.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.9%, deuda neta/EBITDA 5.7x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,2.37,11,20,False,33.7,1.63,3339735.0,4878946918400.0,5.68,7.6,,36.9,,,7.9,3995774.0,16.1,1.31,10.34,16.0,15.1,-4.0,51.9,False,True,-31.9445,True,75.5,40.7,False,3696.09,-4.3,True,True,50,33,1.07,3457.75,True
