Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BAYN.DE,new_opportunity,media,Nueva oportunidad detectada en BAYN.DE,BAYN.DE aparece por primera vez con score 61.8 y clasificación descarte.,2026-06-15T13:52:54.681730+02:00,False
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 71.3 y clasificación seguimiento.,2026-06-15T13:52:54.995337+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 67.2 y clasificación seguimiento.,2026-06-15T13:52:57.266201+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 72.8 y clasificación entrada_escalada.,2026-06-15T13:52:57.447433+02:00,False
EOAN.DE,new_opportunity,media,Nueva oportunidad detectada en EOAN.DE,EOAN.DE aparece por primera vez con score 62.1 y clasificación seguimiento.,2026-06-15T13:52:57.537874+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 70.2 y clasificación pendiente_confirmacion.,2026-06-15T13:52:59.916556+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 74.3 y clasificación seguimiento.,2026-06-15T13:53:00.010360+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 60.9 y clasificación descarte.,2026-06-15T13:53:00.149520+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 76.5 y clasificación seguimiento.,2026-06-15T13:53:02.399542+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 71.2 y clasificación seguimiento.,2026-06-15T13:53:05.131551+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 79.8 y clasificación seguimiento.,2026-06-15T13:53:05.400225+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 67.5 y clasificación seguimiento.,2026-06-15T13:53:07.491536+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 62.3 y clasificación descarte.,2026-06-15T13:53:07.567076+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 89.7 y clasificación seguimiento.,2026-06-15T13:53:09.704916+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 67.3 y clasificación seguimiento.,2026-06-15T13:53:12.474705+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 72.0 y clasificación seguimiento.,2026-06-15T13:53:14.714799+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 70.0 y clasificación entrada_directa.,2026-06-15T13:53:17.218396+02:00,False
SGO.PA,new_opportunity,media,Nueva oportunidad detectada en SGO.PA,SGO.PA aparece por primera vez con score 81.2 y clasificación entrada_directa.,2026-06-15T13:53:17.963075+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 87.8 y clasificación seguimiento.,2026-06-15T13:53:18.569799+02:00,False
DSY.PA,new_opportunity,media,Nueva oportunidad detectada en DSY.PA,DSY.PA aparece por primera vez con score 79.2 y clasificación seguimiento.,2026-06-15T13:53:22.106641+02:00,False
RNO.PA,new_opportunity,media,Nueva oportunidad detectada en RNO.PA,RNO.PA aparece por primera vez con score 60.3 y clasificación descarte.,2026-06-15T13:53:23.481120+02:00,False
HEIA.AS,new_opportunity,media,Nueva oportunidad detectada en HEIA.AS,HEIA.AS aparece por primera vez con score 62.2 y clasificación descarte.,2026-06-15T13:53:24.432751+02:00,False
PHIA.AS,new_opportunity,media,Nueva oportunidad detectada en PHIA.AS,PHIA.AS aparece por primera vez con score 62.2 y clasificación descarte.,2026-06-15T13:53:27.102588+02:00,False
REN.AS,new_opportunity,media,Nueva oportunidad detectada en REN.AS,REN.AS aparece por primera vez con score 60.2 y clasificación pendiente_confirmacion.,2026-06-15T13:53:27.258803+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 75.8 y clasificación seguimiento.,2026-06-15T13:53:28.708018+02:00,False
AD.AS,new_opportunity,media,Nueva oportunidad detectada en AD.AS,AD.AS aparece por primera vez con score 65.2 y clasificación seguimiento.,2026-06-15T13:53:29.785357+02:00,False
RACE.MI,new_opportunity,media,Nueva oportunidad detectada en RACE.MI,RACE.MI aparece por primera vez con score 68.4 y clasificación seguimiento.,2026-06-15T13:53:37.053300+02:00,False
SHEL.L,new_opportunity,media,Nueva oportunidad detectada en SHEL.L,SHEL.L aparece por primera vez con score 64.6 y clasificación pendiente_confirmacion.,2026-06-15T13:53:46.307402+02:00,False
AZN.L,new_opportunity,media,Nueva oportunidad detectada en AZN.L,AZN.L aparece por primera vez con score 60.4 y clasificación seguimiento.,2026-06-15T13:53:48.705186+02:00,False
ULVR.L,new_opportunity,media,Nueva oportunidad detectada en ULVR.L,ULVR.L aparece por primera vez con score 63.9 y clasificación descarte.,2026-06-15T13:53:48.817231+02:00,False
NG.L,new_opportunity,media,Nueva oportunidad detectada en NG.L,NG.L aparece por primera vez con score 66.6 y clasificación seguimiento.,2026-06-15T13:53:53.879420+02:00,False
BA.L,new_opportunity,media,Nueva oportunidad detectada en BA.L,BA.L aparece por primera vez con score 66.0 y clasificación entrada_directa.,2026-06-15T13:53:56.050232+02:00,False
DGE.L,new_opportunity,media,Nueva oportunidad detectada en DGE.L,DGE.L aparece por primera vez con score 63.5 y clasificación descarte.,2026-06-15T13:53:56.150759+02:00,False
IMB.L,new_opportunity,media,Nueva oportunidad detectada en IMB.L,IMB.L aparece por primera vez con score 64.2 y clasificación seguimiento.,2026-06-15T13:53:56.558643+02:00,False
PEP,new_opportunity,media,Nueva oportunidad detectada en PEP,PEP aparece por primera vez con score 60.7 y clasificación descarte.,2026-06-15T13:54:01.743174+02:00,False
ABT,new_opportunity,media,Nueva oportunidad detectada en ABT,ABT aparece por primera vez con score 73.6 y clasificación seguimiento.,2026-06-15T13:54:02.566677+02:00,False
T,new_opportunity,media,Nueva oportunidad detectada en T,T aparece por primera vez con score 78.6 y clasificación seguimiento.,2026-06-15T13:54:04.252903+02:00,False
GPC,new_opportunity,media,Nueva oportunidad detectada en GPC,GPC aparece por primera vez con score 61.8 y clasificación seguimiento.,2026-06-15T13:54:08.215615+02:00,False
ADP,new_opportunity,media,Nueva oportunidad detectada en ADP,ADP aparece por primera vez con score 71.2 y clasificación seguimiento.,2026-06-15T13:54:10.426439+02:00,False
BDX,new_opportunity,media,Nueva oportunidad detectada en BDX,BDX aparece por primera vez con score 68.5 y clasificación entrada_escalada.,2026-06-15T13:54:11.402299+02:00,False
ED,new_opportunity,media,Nueva oportunidad detectada en ED,ED aparece por primera vez con score 63.3 y clasificación entrada_escalada.,2026-06-15T13:54:11.653526+02:00,False
LOW,new_opportunity,media,Nueva oportunidad detectada en LOW,LOW aparece por primera vez con score 69.8 y clasificación entrada_directa.,2026-06-15T13:54:13.218760+02:00,False
MCD,new_opportunity,media,Nueva oportunidad detectada en MCD,MCD aparece por primera vez con score 61.0 y clasificación seguimiento.,2026-06-15T13:54:14.685664+02:00,False
GILD,new_opportunity,media,Nueva oportunidad detectada en GILD,GILD aparece por primera vez con score 76.0 y clasificación entrada_directa.,2026-06-15T13:54:36.213380+02:00,False
KMB,new_opportunity,media,Nueva oportunidad detectada en KMB,KMB aparece por primera vez con score 62.3 y clasificación descarte.,2026-06-15T13:54:45.300802+02:00,False
GIS,new_opportunity,media,Nueva oportunidad detectada en GIS,GIS aparece por primera vez con score 79.0 y clasificación seguimiento.,2026-06-15T13:54:47.744209+02:00,False
CPB,new_opportunity,media,Nueva oportunidad detectada en CPB,CPB aparece por primera vez con score 80.2 y clasificación seguimiento.,2026-06-15T13:54:47.958180+02:00,False
IP,new_opportunity,media,Nueva oportunidad detectada en IP,IP aparece por primera vez con score 77.0 y clasificación seguimiento.,2026-06-15T13:54:51.010377+02:00,False
MSFT,new_opportunity,media,Nueva oportunidad detectada en MSFT,MSFT aparece por primera vez con score 65.1 y clasificación seguimiento.,2026-06-15T13:54:51.980392+02:00,False
META,new_opportunity,media,Nueva oportunidad detectada en META,META aparece por primera vez con score 61.1 y clasificación descarte.,2026-06-15T13:54:53.372173+02:00,False
CSL.AX,new_opportunity,media,Nueva oportunidad detectada en CSL.AX,CSL.AX aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-06-15T13:54:57.664135+02:00,False
WBC.AX,new_opportunity,media,Nueva oportunidad detectada en WBC.AX,WBC.AX aparece por primera vez con score 64.3 y clasificación descarte.,2026-06-15T13:54:58.195628+02:00,False
FMG.AX,new_opportunity,media,Nueva oportunidad detectada en FMG.AX,FMG.AX aparece por primera vez con score 61.0 y clasificación seguimiento.,2026-06-15T13:55:02.814198+02:00,False
