Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 62.5 y clasificación seguimiento.,2026-04-08T09:11:17.738641+02:00,False
CON.DE,new_opportunity,media,Nueva oportunidad detectada en CON.DE,CON.DE aparece por primera vez con score 68.3 y clasificación seguimiento.,2026-04-08T09:11:20.301585+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 74.7 y clasificación entrada_directa.,2026-04-08T09:11:20.753264+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 74.0 y clasificación pendiente_confirmacion.,2026-04-08T09:11:22.987284+02:00,False
SIE.DE,new_opportunity,media,Nueva oportunidad detectada en SIE.DE,SIE.DE aparece por primera vez con score 66.4 y clasificación seguimiento.,2026-04-08T09:11:23.157931+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 60.4 y clasificación seguimiento.,2026-04-08T09:11:23.368770+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 79.1 y clasificación entrada_directa.,2026-04-08T09:11:25.501789+02:00,False
ADS.DE,new_opportunity,media,Nueva oportunidad detectada en ADS.DE,ADS.DE aparece por primera vez con score 88.8 y clasificación seguimiento.,2026-04-08T09:11:25.649864+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 76.2 y clasificación seguimiento.,2026-04-08T09:11:25.917290+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 66.2 y clasificación seguimiento.,2026-04-08T09:11:28.157683+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 72.2 y clasificación seguimiento.,2026-04-08T09:11:28.338826+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 72.7 y clasificación seguimiento.,2026-04-08T09:11:30.569102+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 62.3 y clasificación descarte.,2026-04-08T09:11:30.750518+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 84.0 y clasificación seguimiento.,2026-04-08T09:11:32.824341+02:00,False
CS.PA,new_opportunity,media,Nueva oportunidad detectada en CS.PA,CS.PA aparece por primera vez con score 61.0 y clasificación descarte.,2026-04-08T09:11:33.396311+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 73.3 y clasificación seguimiento.,2026-04-08T09:11:35.302088+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 75.1 y clasificación seguimiento.,2026-04-08T09:11:38.052554+02:00,False
ML.PA,new_opportunity,media,Nueva oportunidad detectada en ML.PA,ML.PA aparece por primera vez con score 79.0 y clasificación seguimiento.,2026-04-08T09:11:38.229590+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 84.5 y clasificación seguimiento.,2026-04-08T09:11:40.367168+02:00,False
SGO.PA,new_opportunity,media,Nueva oportunidad detectada en SGO.PA,SGO.PA aparece por primera vez con score 83.8 y clasificación entrada_escalada.,2026-04-08T09:11:40.539950+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-04-08T09:11:40.797598+02:00,False
SU.PA,new_opportunity,media,Nueva oportunidad detectada en SU.PA,SU.PA aparece por primera vez con score 61.8 y clasificación descarte.,2026-04-08T09:11:42.877080+02:00,False
PUB.PA,new_opportunity,media,Nueva oportunidad detectada en PUB.PA,PUB.PA aparece por primera vez con score 86.0 y clasificación seguimiento.,2026-04-08T09:11:45.527713+02:00,False
DSY.PA,new_opportunity,media,Nueva oportunidad detectada en DSY.PA,DSY.PA aparece por primera vez con score 84.0 y clasificación seguimiento.,2026-04-08T09:11:45.693579+02:00,False
HEIA.AS,new_opportunity,media,Nueva oportunidad detectada en HEIA.AS,HEIA.AS aparece por primera vez con score 70.1 y clasificación seguimiento.,2026-04-08T09:11:48.228968+02:00,False
UNA.AS,new_opportunity,media,Nueva oportunidad detectada en UNA.AS,UNA.AS aparece por primera vez con score 62.9 y clasificación descarte.,2026-04-08T09:11:50.686250+02:00,False
REN.AS,new_opportunity,media,Nueva oportunidad detectada en REN.AS,REN.AS aparece por primera vez con score 62.2 y clasificación entrada_escalada.,2026-04-08T09:11:50.816803+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 68.8 y clasificación entrada_directa.,2026-04-08T09:11:51.060388+02:00,False
UCG.MI,new_opportunity,media,Nueva oportunidad detectada en UCG.MI,UCG.MI aparece por primera vez con score 69.5 y clasificación seguimiento.,2026-04-08T09:11:56.214113+02:00,False
RACE.MI,new_opportunity,media,Nueva oportunidad detectada en RACE.MI,RACE.MI aparece por primera vez con score 75.2 y clasificación seguimiento.,2026-04-08T09:11:59.053640+02:00,False
