Ticker,Nombre,Mercado,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Score_Tecnico_Base,Score_Tecnico_Bonus,Vol_Medio_Diario,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Variacion_Margen_pp,EV_EBITDA,Caida_Max_Multianual_%,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Paso_Filtro,hard_rules_applied,Capa1_Status,Base_Classification,Causal_Classification,Causal_Confidence,Problem_Type,Causal_Justification,Recovery_Status,Recovery_Signals,Technical_Status,Final_Classification,Entry_Zone_Min,Entry_Zone_Max,Entry_Zone,Exit_Zone_Min,Exit_Zone_Max,Exit_Zone,Invalidation_Conditions,Estimated_Horizon_Months,Short_Explanation,Summary_Explanation,Estado,Error
MC.PA,LVMH,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:33.762814+02:00,86.2,86.7,100.0,75.0,0.0,4.0,85.0,73.0,12.0,522332.0,1.24,1.1,,11.32,44.5,-21.4706,False,5.7,10.3,False,498.3,-18.4,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.20% con caída del 37.9% | analyst_upgrade (media): Target 557.85 vs precio 406.45 (+37%), recMean 1.88, recKey buy",fuerte,seguimiento,405.25,406.45,405.25 - 406.45,504.53,556.5,504.53 - 556.50,Pérdida del soporte en 405.25 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"LVMH está un 37.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.6%, deuda neta/EBITDA 1.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","LVMH está un 37.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.6%, deuda neta/EBITDA 1.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",OK,
RI.PA,PERNOD RICARD,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:35.915005+02:00,83.4,85.9,80.0,91.0,0.0,7.0,76.0,59.0,17.0,691486.0,3.91,0.7,,9.88,52.0,-1.5558,False,15.8,19.7,False,66.4,-9.2,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.79% con caída del 33.4% | analyst_upgrade (media): Target 81.71 vs precio 60.30 (+36%), recMean 2.50, recKey buy",fuerte,seguimiento,60.01,60.3,60.01 - 60.30,66.77,76.96,66.77 - 76.96,Pérdida del soporte en 60.01 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"PERNOD RICARD está un 33.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.","PERNOD RICARD está un 33.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.",OK,
0700.HK,TENCENT,ASIA,1.0,script-v2.0,1.0,2026-09-16T12:42:37.908783+02:00,80.4,86.6,93.0,81.0,0.0,7.0,62.0,50.0,12.0,27885998.0,0.04,14.4,-0.7,13.63,35.8,-18.118,False,32.7,34.7,False,493.85,-12.2,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 57.8% vs 56.9% (+0.9 pp) | dividend_maintained (baja): Dividendo actual 1.22% con caída del 36.5% | analyst_upgrade (media): Target 663.85 vs precio 433.40 (+53%), recMean 1.39, recKey strong_buy",razonable,seguimiento,411.73,433.4,411.73 - 433.40,505.25,580.55,505.25 - 580.55,Pérdida del soporte en 411.73 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"TENCENT está un 36.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 19.9%, deuda neta/EBITDA 0.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.","TENCENT está un 36.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 19.9%, deuda neta/EBITDA 0.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.",OK,
CAP.PA,CAPGEMINI,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:29.708472+02:00,80.3,82.7,95.0,72.0,0.0,4.0,73.0,50.0,23.0,642587.0,2.56,7.7,,8.51,43.8,-0.2952,False,53.6,71.0,False,106.66,-0.3,True,True,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.20% con caída del 30.5% | analyst_upgrade (media): Target 140.51 vs precio 106.30 (+32%), recMean 1.76, recKey buy",fuerte,seguimiento,102.44,104.96,102.44 - 104.96,108.14,130.09,108.14 - 130.09,Pérdida del soporte en 104.96 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 30.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.2%, deuda neta/EBITDA 2.6x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.","CAPGEMINI está un 30.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.2%, deuda neta/EBITDA 2.6x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.",OK,
HEI.DE,Heidelberg Materials AG       I,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:25.135341+02:00,79.2,80.3,92.0,70.0,0.0,4.0,76.0,64.0,12.0,393766.0,1.91,46.9,,8.62,36.9,-8.1088,False,10.3,10.4,False,183.93,-18.7,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 2.41% con caída del 38.2% | analyst_upgrade (media): Target 214.70 vs precio 149.55 (+44%), recMean 2.00, recKey buy",fuerte,seguimiento,146.9,149.55,146.90 - 149.55,185.79,205.53,185.79 - 205.53,Pérdida del soporte en 146.90 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Heidelberg Materials AG       I está un 38.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","Heidelberg Materials AG       I está un 38.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",OK,
LOW,"Lowe's Companies, Inc.",SP500,1.0,script-v2.0,1.0,2026-09-16T12:41:24.962260+02:00,79.0,83.1,74.0,91.0,0.0,15.0,67.0,55.0,12.0,3059524.0,3.05,-1.2,-0.1,11.63,32.9,-9.0689,False,2.4,7.8,False,232.13,-16.2,True,False,True,,pass,entrada_escalada,pendiente,0.0,desconocido,Pendiente de implementar,confirmada,"margin_stabilization (media): Margen gross 33.0% vs 32.7% (+0.4 pp) | eps_stabilization (media): EPS 4.27 vs 2.90 (Diluted EPS) | debt_reduction (alta): Deuda 42031.0M vs 42540.0M | dividend_maintained (baja): Dividendo actual 2.57% con caída del 33.6% | analyst_upgrade (media): Target 252.30 vs precio 194.61 (+30%), recMean 1.80, recKey buy",razonable,entrada_escalada,184.88,194.61,184.88 - 194.61,233.28,249.1,233.28 - 249.10,Pérdida del soporte en 184.88 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Lowe's Companies, Inc. está un 33.6% por debajo de su máximo 52s. Fundamentalmente sólida con deuda neta/EBITDA 3.0x, dividendo 2.6%. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.","Lowe's Companies, Inc. está un 33.6% por debajo de su máximo 52s. Fundamentalmente sólida con deuda neta/EBITDA 3.0x, dividendo 2.6%. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.",OK,
035420.KS,NAVER,ASIA,1.0,script-v2.0,1.0,2026-09-16T12:42:42.296006+02:00,78.7,80.9,75.0,86.0,0.0,10.0,72.0,55.0,17.0,1061399.0,-1.11,15.6,0.0,9.59,33.7,-4331.7198,False,5.2,9.1,False,223422.57,-9.8,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 100.0% vs 100.0% (+0.0 pp) | eps_stabilization (media): EPS 4635.00 vs 1864.00 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 1.31% con caída del 33.7% | analyst_upgrade (media): Target 301653.84 vs precio 201500.00 (+50%), recMean 1.58, recKey buy",fuerte,seguimiento,199435.71,201500.0,199435.71 - 201500.00,224869.8,258400.0,224869.80 - 258400.00,Pérdida del soporte en 199435.71 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"NAVER está un 33.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.4%, deuda neta/EBITDA -1.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","NAVER está un 33.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.4%, deuda neta/EBITDA -1.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",OK,
SGO.PA,SAINT GOBAIN,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:36.854341+02:00,78.6,86.5,95.0,79.0,0.0,12.0,55.0,55.0,0.0,1005489.0,1.75,-2.6,,7.02,31.4,-0.9161,False,10.2,7.1,False,77.76,-10.4,False,False,True,,pass,entrada_escalada,pendiente,0.0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 5.78 vs 5.64 (annual_eps_fallback) | debt_reduction (alta): Deuda 17270.0M vs 17729.0M | dividend_maintained (baja): Dividendo actual 3.30% con caída del 27.3% | analyst_upgrade (media): Target 97.72 vs precio 69.70 (+40%), recMean 1.94, recKey buy",razonable,entrada_escalada,66.22,69.7,66.22 - 69.70,77.94,81.48,77.94 - 81.48,Pérdida del soporte en 66.22 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SAINT GOBAIN está un 27.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.0%, deuda neta/EBITDA 1.8x. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.","SAINT GOBAIN está un 27.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.0%, deuda neta/EBITDA 1.8x. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.",OK,
FMG.AX,FORTESCUE FPO [FMG],ASX,1.0,script-v2.0,1.0,2026-09-16T12:42:09.805875+02:00,78.0,82.7,96.0,71.0,0.0,1.0,64.0,52.0,12.0,6420812.0,0.1,9.0,,6.21,26.6,-0.7507,False,22.8,7.8,False,19.35,-14.5,True,False,True,Sin señales de recuperación,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 6.53% con caída del 29.3%,razonable,seguimiento,15.71,16.54,15.71 - 16.54,19.52,19.87,19.52 - 19.87,Pérdida del soporte en 15.71 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"FORTESCUE FPO [FMG] está un 29.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","FORTESCUE FPO [FMG] está un 29.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",OK,
DG.PA,VINCI,EUROSTOXX,1.0,script-v2.0,1.0,2026-09-16T12:40:30.224895+02:00,77.3,77.8,89.0,68.0,0.0,7.0,76.0,59.0,17.0,872978.0,2.02,9.7,,7.1,19.4,-2.7261,False,25.1,13.4,False,123.1,-9.0,True,False,True,,pass,seguimiento,pendiente,0.0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 8.65 vs 8.43 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 4.51% con caída del 21.7% | analyst_upgrade (media): Target 143.19 vs precio 112.05 (+28%), recMean 2.00, recKey buy",fuerte,seguimiento,111.6,112.05,111.60 - 112.05,121.68,123.0,121.68 - 123.00,Pérdida del soporte en 111.60 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"VINCI está un 21.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.3%, deuda neta/EBITDA 2.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.","VINCI está un 21.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.3%, deuda neta/EBITDA 2.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.",OK,
