Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 69.2 y clasificación seguimiento.,2026-05-31T10:38:19.364784+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 75.3 y clasificación entrada_escalada.,2026-05-31T10:38:22.340505+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 79.8 y clasificación seguimiento.,2026-05-31T10:38:25.014813+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 76.6 y clasificación seguimiento.,2026-05-31T10:38:25.538903+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 72.5 y clasificación seguimiento.,2026-05-31T10:38:27.843674+02:00,False
ADS.DE,new_opportunity,media,Nueva oportunidad detectada en ADS.DE,ADS.DE aparece por primera vez con score 61.9 y clasificación seguimiento.,2026-05-31T10:38:28.378375+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 70.8 y clasificación seguimiento.,2026-05-31T10:38:28.813622+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 78.0 y clasificación seguimiento.,2026-05-31T10:38:31.199068+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 74.3 y clasificación seguimiento.,2026-05-31T10:38:31.394936+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 69.7 y clasificación seguimiento.,2026-05-31T10:38:34.181228+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 76.3 y clasificación seguimiento.,2026-05-31T10:38:34.321187+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 88.3 y clasificación seguimiento.,2026-05-31T10:38:37.054827+02:00,False
DG.PA,new_opportunity,media,Nueva oportunidad detectada en DG.PA,DG.PA aparece por primera vez con score 63.6 y clasificación seguimiento.,2026-05-31T10:38:37.233213+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 69.3 y clasificación seguimiento.,2026-05-31T10:38:39.787129+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 76.5 y clasificación seguimiento.,2026-05-31T10:38:43.194183+02:00,False
SGO.PA,new_opportunity,media,Nueva oportunidad detectada en SGO.PA,SGO.PA aparece por primera vez con score 79.2 y clasificación entrada_directa.,2026-05-31T10:38:45.950033+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 86.5 y clasificación seguimiento.,2026-05-31T10:38:46.057760+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 73.2 y clasificación entrada_directa.,2026-05-31T10:38:46.454930+02:00,False
RNO.PA,new_opportunity,media,Nueva oportunidad detectada en RNO.PA,RNO.PA aparece por primera vez con score 64.2 y clasificación descarte.,2026-05-31T10:38:52.059851+02:00,False
PUB.PA,new_opportunity,media,Nueva oportunidad detectada en PUB.PA,PUB.PA aparece por primera vez con score 71.5 y clasificación seguimiento.,2026-05-31T10:38:52.299252+02:00,False
DSY.PA,new_opportunity,media,Nueva oportunidad detectada en DSY.PA,DSY.PA aparece por primera vez con score 80.0 y clasificación seguimiento.,2026-05-31T10:38:52.393663+02:00,False
HEIA.AS,new_opportunity,media,Nueva oportunidad detectada en HEIA.AS,HEIA.AS aparece por primera vez con score 71.8 y clasificación seguimiento.,2026-05-31T10:38:55.034901+02:00,False
PHIA.AS,new_opportunity,media,Nueva oportunidad detectada en PHIA.AS,PHIA.AS aparece por primera vez con score 62.3 y clasificación descarte.,2026-05-31T10:38:57.364544+02:00,False
REN.AS,new_opportunity,media,Nueva oportunidad detectada en REN.AS,REN.AS aparece por primera vez con score 62.7 y clasificación entrada_escalada.,2026-05-31T10:38:57.793272+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 67.5 y clasificación seguimiento.,2026-05-31T10:38:58.318156+02:00,False
RACE.MI,new_opportunity,media,Nueva oportunidad detectada en RACE.MI,RACE.MI aparece por primera vez con score 76.9 y clasificación seguimiento.,2026-05-31T10:39:06.495311+02:00,False
GSK.L,new_opportunity,media,Nueva oportunidad detectada en GSK.L,GSK.L aparece por primera vez con score 66.0 y clasificación seguimiento.,2026-05-31T10:39:20.904817+02:00,False
ULVR.L,new_opportunity,media,Nueva oportunidad detectada en ULVR.L,ULVR.L aparece por primera vez con score 66.4 y clasificación seguimiento.,2026-05-31T10:39:21.566683+02:00,False
