Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
CON.DE,new_opportunity,media,Nueva oportunidad detectada en CON.DE,CON.DE aparece por primera vez con score 67.3 y clasificación seguimiento.,2026-04-09T09:15:15.736730+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 78.8 y clasificación entrada_directa.,2026-04-09T09:15:16.597196+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 80.4 y clasificación seguimiento.,2026-04-09T09:15:19.380832+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 78.9 y clasificación entrada_directa.,2026-04-09T09:15:23.007535+02:00,False
ADS.DE,new_opportunity,media,Nueva oportunidad detectada en ADS.DE,ADS.DE aparece por primera vez con score 77.2 y clasificación seguimiento.,2026-04-09T09:15:23.166126+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 70.5 y clasificación seguimiento.,2026-04-09T09:15:23.555199+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 66.7 y clasificación seguimiento.,2026-04-09T09:15:26.832713+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 70.8 y clasificación seguimiento.,2026-04-09T09:15:27.094576+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 68.5 y clasificación descarte.,2026-04-09T09:15:30.223376+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 62.3 y clasificación descarte.,2026-04-09T09:15:31.177727+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 80.0 y clasificación seguimiento.,2026-04-09T09:15:33.815164+02:00,False
