Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 73.2 y clasificación seguimiento.,2026-06-23T11:28:55.341653+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 69.4 y clasificación seguimiento.,2026-06-23T11:28:57.962594+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 73.8 y clasificación entrada_escalada.,2026-06-23T11:28:58.055439+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 71.8 y clasificación seguimiento.,2026-06-23T11:29:00.499455+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 76.0 y clasificación seguimiento.,2026-06-23T11:29:00.580461+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 64.1 y clasificación seguimiento.,2026-06-23T11:29:00.743334+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 75.6 y clasificación seguimiento.,2026-06-23T11:29:02.981157+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-06-23T11:29:05.844980+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 75.4 y clasificación seguimiento.,2026-06-23T11:29:05.946975+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 64.8 y clasificación seguimiento.,2026-06-23T11:29:08.213023+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 92.3 y clasificación seguimiento.,2026-06-23T11:29:10.256063+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 71.0 y clasificación seguimiento.,2026-06-23T11:29:12.458997+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 69.0 y clasificación seguimiento.,2026-06-23T11:29:15.461118+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 86.5 y clasificación seguimiento.,2026-06-23T11:29:17.729915+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 74.8 y clasificación entrada_directa.,2026-06-23T11:29:17.914944+02:00,False
SGO.PA,new_opportunity,media,Nueva oportunidad detectada en SGO.PA,SGO.PA aparece por primera vez con score 74.7 y clasificación entrada_escalada.,2026-06-23T11:29:18.038122+02:00,False
DSY.PA,new_opportunity,media,Nueva oportunidad detectada en DSY.PA,DSY.PA aparece por primera vez con score 82.2 y clasificación seguimiento.,2026-06-23T11:29:22.731972+02:00,False
RNO.PA,new_opportunity,media,Nueva oportunidad detectada en RNO.PA,RNO.PA aparece por primera vez con score 65.5 y clasificación seguimiento.,2026-06-23T11:29:22.811355+02:00,False
REN.AS,new_opportunity,media,Nueva oportunidad detectada en REN.AS,REN.AS aparece por primera vez con score 68.0 y clasificación entrada_directa.,2026-06-23T11:29:27.151392+02:00,False
PHIA.AS,new_opportunity,media,Nueva oportunidad detectada en PHIA.AS,PHIA.AS aparece por primera vez con score 60.5 y clasificación descarte.,2026-06-23T11:29:27.740135+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 69.5 y clasificación entrada_escalada.,2026-06-23T11:29:28.314744+02:00,False
AD.AS,new_opportunity,media,Nueva oportunidad detectada en AD.AS,AD.AS aparece por primera vez con score 69.3 y clasificación seguimiento.,2026-06-23T11:29:29.759648+02:00,False
RACE.MI,new_opportunity,media,Nueva oportunidad detectada en RACE.MI,RACE.MI aparece por primera vez con score 67.3 y clasificación seguimiento.,2026-06-23T11:29:35.534966+02:00,False
GALP.LS,new_opportunity,media,Nueva oportunidad detectada en GALP.LS,GALP.LS aparece por primera vez con score 61.9 y clasificación descarte.,2026-06-23T11:29:40.330203+02:00,False
SHEL.L,new_opportunity,media,Nueva oportunidad detectada en SHEL.L,SHEL.L aparece por primera vez con score 74.8 y clasificación seguimiento.,2026-06-23T11:29:45.402276+02:00,False
BP.L,new_opportunity,media,Nueva oportunidad detectada en BP.L,BP.L aparece por primera vez con score 63.2 y clasificación descarte.,2026-06-23T11:29:45.735228+02:00,False
GSK.L,new_opportunity,media,Nueva oportunidad detectada en GSK.L,GSK.L aparece por primera vez con score 64.3 y clasificación seguimiento.,2026-06-23T11:29:47.505811+02:00,False
AZN.L,new_opportunity,media,Nueva oportunidad detectada en AZN.L,AZN.L aparece por primera vez con score 60.1 y clasificación descarte.,2026-06-23T11:29:47.781168+02:00,False
ULVR.L,new_opportunity,media,Nueva oportunidad detectada en ULVR.L,ULVR.L aparece por primera vez con score 61.9 y clasificación descarte.,2026-06-23T11:29:47.956430+02:00,False
BA.L,new_opportunity,media,Nueva oportunidad detectada en BA.L,BA.L aparece por primera vez con score 63.9 y clasificación entrada_escalada.,2026-06-23T11:29:52.925474+02:00,False
DGE.L,new_opportunity,media,Nueva oportunidad detectada en DGE.L,DGE.L aparece por primera vez con score 63.0 y clasificación descarte.,2026-06-23T11:29:54.878318+02:00,False
BATS.L,new_opportunity,media,Nueva oportunidad detectada en BATS.L,BATS.L aparece por primera vez con score 63.8 y clasificación seguimiento.,2026-06-23T11:29:54.960836+02:00,False
IMB.L,new_opportunity,media,Nueva oportunidad detectada en IMB.L,IMB.L aparece por primera vez con score 65.5 y clasificación seguimiento.,2026-06-23T11:29:55.076398+02:00,False
PEP,new_opportunity,media,Nueva oportunidad detectada en PEP,PEP aparece por primera vez con score 62.0 y clasificación descarte.,2026-06-23T11:29:58.222076+02:00,False
ABT,new_opportunity,media,Nueva oportunidad detectada en ABT,ABT aparece por primera vez con score 72.1 y clasificación seguimiento.,2026-06-23T11:30:00.701476+02:00,False
T,new_opportunity,media,Nueva oportunidad detectada en T,T aparece por primera vez con score 84.6 y clasificación seguimiento.,2026-06-23T11:30:00.901131+02:00,False
XOM,new_opportunity,media,Nueva oportunidad detectada en XOM,XOM aparece por primera vez con score 69.0 y clasificación seguimiento.,2026-06-23T11:30:03.628733+02:00,False
GPC,new_opportunity,media,Nueva oportunidad detectada en GPC,GPC aparece por primera vez con score 64.2 y clasificación descarte.,2026-06-23T11:30:06.400029+02:00,False
ADP,new_opportunity,media,Nueva oportunidad detectada en ADP,ADP aparece por primera vez con score 78.0 y clasificación seguimiento.,2026-06-23T11:30:08.979103+02:00,False
BDX,new_opportunity,media,Nueva oportunidad detectada en BDX,BDX aparece por primera vez con score 69.1 y clasificación entrada_escalada.,2026-06-23T11:30:09.268676+02:00,False
ED,new_opportunity,media,Nueva oportunidad detectada en ED,ED aparece por primera vez con score 63.5 y clasificación entrada_directa.,2026-06-23T11:30:09.612440+02:00,False
LOW,new_opportunity,media,Nueva oportunidad detectada en LOW,LOW aparece por primera vez con score 72.7 y clasificación entrada_directa.,2026-06-23T11:30:09.771624+02:00,False
MCD,new_opportunity,media,Nueva oportunidad detectada en MCD,MCD aparece por primera vez con score 63.2 y clasificación seguimiento.,2026-06-23T11:30:12.332765+02:00,False
HD,new_opportunity,media,Nueva oportunidad detectada en HD,HD aparece por primera vez con score 63.5 y clasificación descarte.,2026-06-23T11:30:20.325815+02:00,False
PFE,new_opportunity,media,Nueva oportunidad detectada en PFE,PFE aparece por primera vez con score 63.9 y clasificación seguimiento.,2026-06-23T11:30:30.130032+02:00,False
GILD,new_opportunity,media,Nueva oportunidad detectada en GILD,GILD aparece por primera vez con score 76.0 y clasificación entrada_directa.,2026-06-23T11:30:32.796134+02:00,False
KMB,new_opportunity,media,Nueva oportunidad detectada en KMB,KMB aparece por primera vez con score 63.0 y clasificación entrada_escalada.,2026-06-23T11:30:43.603607+02:00,False
GIS,new_opportunity,media,Nueva oportunidad detectada en GIS,GIS aparece por primera vez con score 80.5 y clasificación seguimiento.,2026-06-23T11:30:44.184920+02:00,False
CPB,new_opportunity,media,Nueva oportunidad detectada en CPB,CPB aparece por primera vez con score 83.1 y clasificación seguimiento.,2026-06-23T11:30:46.034778+02:00,False
IP,new_opportunity,media,Nueva oportunidad detectada en IP,IP aparece por primera vez con score 77.0 y clasificación seguimiento.,2026-06-23T11:30:47.623278+02:00,False
MSFT,new_opportunity,media,Nueva oportunidad detectada en MSFT,MSFT aparece por primera vez con score 70.8 y clasificación seguimiento.,2026-06-23T11:30:48.913876+02:00,False
META,new_opportunity,media,Nueva oportunidad detectada en META,META aparece por primera vez con score 61.6 y clasificación descarte.,2026-06-23T11:30:51.001158+02:00,False
CSL.AX,new_opportunity,media,Nueva oportunidad detectada en CSL.AX,CSL.AX aparece por primera vez con score 81.3 y clasificación seguimiento.,2026-06-23T11:30:54.682248+02:00,False
FMG.AX,new_opportunity,media,Nueva oportunidad detectada en FMG.AX,FMG.AX aparece por primera vez con score 73.3 y clasificación seguimiento.,2026-06-23T11:30:59.452123+02:00,False
WDS.AX,new_opportunity,media,Nueva oportunidad detectada en WDS.AX,WDS.AX aparece por primera vez con score 62.5 y clasificación descarte.,2026-06-23T11:31:01.769576+02:00,False
ORG.AX,new_opportunity,media,Nueva oportunidad detectada en ORG.AX,ORG.AX aparece por primera vez con score 66.8 y clasificación seguimiento.,2026-06-23T11:31:05.141013+02:00,False
SCG.AX,new_opportunity,media,Nueva oportunidad detectada en SCG.AX,SCG.AX aparece por primera vez con score 63.5 y clasificación seguimiento.,2026-06-23T11:31:06.223591+02:00,False
MGR.AX,new_opportunity,media,Nueva oportunidad detectada en MGR.AX,MGR.AX aparece por primera vez con score 75.3 y clasificación seguimiento.,2026-06-23T11:31:07.589445+02:00,False
TWE.AX,new_opportunity,media,Nueva oportunidad detectada en TWE.AX,TWE.AX aparece por primera vez con score 82.0 y clasificación seguimiento.,2026-06-23T11:31:08.576329+02:00,False
BEN.AX,new_opportunity,media,Nueva oportunidad detectada en BEN.AX,BEN.AX aparece por primera vez con score 68.2 y clasificación seguimiento.,2026-06-23T11:31:08.830419+02:00,False
7203.T,new_opportunity,media,Nueva oportunidad detectada en 7203.T,7203.T aparece por primera vez con score 75.4 y clasificación seguimiento.,2026-06-23T11:31:09.992913+02:00,False
9432.T,new_opportunity,media,Nueva oportunidad detectada en 9432.T,9432.T aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-06-23T11:31:12.112590+02:00,False
4503.T,new_opportunity,media,Nueva oportunidad detectada en 4503.T,4503.T aparece por primera vez con score 74.8 y clasificación seguimiento.,2026-06-23T11:31:14.437889+02:00,False
4568.T,new_opportunity,media,Nueva oportunidad detectada en 4568.T,4568.T aparece por primera vez con score 84.6 y clasificación seguimiento.,2026-06-23T11:31:15.580176+02:00,False
6758.T,new_opportunity,media,Nueva oportunidad detectada en 6758.T,6758.T aparece por primera vez con score 75.6 y clasificación seguimiento.,2026-06-23T11:31:15.734471+02:00,False
7267.T,new_opportunity,media,Nueva oportunidad detectada en 7267.T,7267.T aparece por primera vez con score 60.8 y clasificación descarte.,2026-06-23T11:31:16.832673+02:00,False
8031.T,new_opportunity,media,Nueva oportunidad detectada en 8031.T,8031.T aparece por primera vez con score 65.2 y clasificación seguimiento.,2026-06-23T11:31:17.918684+02:00,False
7751.T,new_opportunity,media,Nueva oportunidad detectada en 7751.T,7751.T aparece por primera vez con score 73.5 y clasificación seguimiento.,2026-06-23T11:31:18.020041+02:00,False
9020.T,new_opportunity,media,Nueva oportunidad detectada en 9020.T,9020.T aparece por primera vez con score 74.2 y clasificación seguimiento.,2026-06-23T11:31:20.160522+02:00,False
9021.T,new_opportunity,media,Nueva oportunidad detectada en 9021.T,9021.T aparece por primera vez con score 82.8 y clasificación seguimiento.,2026-06-23T11:31:20.259175+02:00,False
9022.T,new_opportunity,media,Nueva oportunidad detectada en 9022.T,9022.T aparece por primera vez con score 85.2 y clasificación seguimiento.,2026-06-23T11:31:21.175277+02:00,False
8001.T,new_opportunity,media,Nueva oportunidad detectada en 8001.T,8001.T aparece por primera vez con score 66.3 y clasificación seguimiento.,2026-06-23T11:31:22.528932+02:00,False
3382.T,new_opportunity,media,Nueva oportunidad detectada en 3382.T,3382.T aparece por primera vez con score 78.1 y clasificación seguimiento.,2026-06-23T11:31:23.071232+02:00,False
0016.HK,new_opportunity,media,Nueva oportunidad detectada en 0016.HK,0016.HK aparece por primera vez con score 74.8 y clasificación seguimiento.,2026-06-23T11:31:24.677706+02:00,False
0066.HK,new_opportunity,media,Nueva oportunidad detectada en 0066.HK,0066.HK aparece por primera vez con score 69.7 y clasificación seguimiento.,2026-06-23T11:31:28.660016+02:00,False
0388.HK,new_opportunity,media,Nueva oportunidad detectada en 0388.HK,0388.HK aparece por primera vez con score 71.3 y clasificación seguimiento.,2026-06-23T11:31:29.664374+02:00,False
0700.HK,new_opportunity,media,Nueva oportunidad detectada en 0700.HK,0700.HK aparece por primera vez con score 83.3 y clasificación seguimiento.,2026-06-23T11:31:30.642638+02:00,False
1299.HK,new_opportunity,media,Nueva oportunidad detectada en 1299.HK,1299.HK aparece por primera vez con score 64.2 y clasificación seguimiento.,2026-06-23T11:31:31.648646+02:00,False
035420.KS,new_opportunity,media,Nueva oportunidad detectada en 035420.KS,035420.KS aparece por primera vez con score 77.4 y clasificación seguimiento.,2026-06-23T11:31:34.055318+02:00,False
Z74.SI,new_opportunity,media,Nueva oportunidad detectada en Z74.SI,Z74.SI aparece por primera vez con score 74.9 y clasificación seguimiento.,2026-06-23T11:31:38.451183+02:00,False
