Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2588.5,1.0,script-v2.0,1.0,2026-04-30T10:14:06.268454+02:00,87.3,93.1,99,88,0,7,70,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.01% con caída del 38.0% | analyst_upgrade (media): Target 4640.00 vs precio 2588.50 (+79%), recMean 1.38, recKey strong_buy",fuerte,seguimiento,2463.0,2588.5,2463.00 - 2588.50,3297.36,3551.3,3297.36 - 3551.30,Pérdida del soporte en 2463.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 38.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 38.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.01,11,20,False,46.1,0.18,8864050.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,4710172.0,17.3,2.8,11.91,38.0,57.0,-21.5,38.7,False,False,-200.4399,False,22.7,27.3,False,3270.49,-20.9,True,False,58,12,1.54,2463.0,False
2,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,61.54,1.0,script-v2.0,1.0,2026-04-30T10:11:43.231254+02:00,84.0,88.3,83,93,0,7,71,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.64% con caída del 42.7% | analyst_upgrade (media): Target 87.03 vs precio 61.54 (+41%), recMean 2.32, recKey buy",fuerte,seguimiento,58.6,61.54,58.60 - 61.54,79.59,91.33,79.59 - 91.33,Pérdida del soporte en 58.60 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 42.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","PERNOD RICARD está un 42.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.64,10,0,False,84.0,0.82,857110.0,11203999744.0,3.89,8.0,,58.4,,,8.6,15497.0,11.0,1.0,9.7,42.7,55.0,-22.7,31.5,False,False,-4.9468,False,0.6,10.6,False,78.77,-21.9,True,False,59,12,0.8,58.6,False
3,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,104.85,1.0,script-v2.0,1.0,2026-04-30T10:11:33.896155+02:00,82.8,88.1,87,89,0,4,67,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.24% con caída del 33.0% | analyst_upgrade (media): Target 150.10 vs precio 104.85 (+43%), recMean 1.72, recKey buy",razonable,seguimiento,99.34,103.51,99.34 - 103.51,123.15,133.07,123.15 - 133.07,Pérdida del soporte en 99.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 33.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","CAPGEMINI está un 33.0% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.24,10,0,False,37.2,0.81,767793.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17525.0,11.5,1.53,8.32,33.0,49.2,-14.9,51.9,False,True,-8.4525,True,48.9,33.7,False,122.62,-14.5,True,False,45,22,0.76,99.34,False
4,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,34.47,1.0,script-v2.0,1.0,2026-04-30T10:13:27.128578+02:00,81.8,87.4,89,86,0,6,65,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.08% con caída del 38.7%,razonable,seguimiento,32.75,34.47,32.75 - 34.47,44.4,47.82,44.40 - 47.82,Pérdida del soporte en 32.75 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 base_pattern_detected. Clasificación: seguimiento.","General Mills, Inc. está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 base_pattern_detected. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 base_pattern_detected,7.08,11,20,False,59.4,2.18,8961060.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18396.0,8.4,3.33,6.38,38.7,50.6,-22.4,32.2,False,False,-3.2664,False,18.0,25.4,False,44.16,-21.9,True,False,53,12,1.04,,False
5,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,33.58,1.0,script-v2.0,1.0,2026-04-30T10:13:30.851289+02:00,81.8,80.7,69,91,0,7,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 31.4% vs 31.1% (+0.3 pp) | dividend_maintained (baja): Dividendo actual 5.51% con caída del 40.2% | analyst_upgrade (media): Target 42.70 vs precio 33.58 (+27%), recMean 2.08, recKey buy",fuerte,seguimiento,32.13,33.58,32.13 - 33.58,42.05,47.71,42.05 - 47.71,Pérdida del soporte en 32.13 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 40.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","International Paper Company está un 40.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -24.7%, deuda neta/EBITDA 2.4x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,5.51,11,20,False,158.1,0.71,7025313.0,9393000448.0,2.38,1.2,gross,29.7,29.6,0.2,-24.7,17780.0,12.1,1.2,6.88,40.2,41.5,-20.2,39.1,False,True,-2.3676,False,24.5,21.7,False,41.39,-18.9,True,False,73,12,1.27,32.13,False
6,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.45,1.0,script-v2.0,1.0,2026-04-30T10:13:28.814812+02:00,80.5,88.3,84,92,0,1,57,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.63% con caída del 43.6%,razonable,seguimiento,20.12,20.45,20.12 - 20.45,27.64,30.83,27.64 - 30.83,Pérdida del soporte en 20.12 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 43.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.","The Campbell's Company está un 43.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Cerca de soporte, 🟢 base_pattern_detected. Clasificación: seguimiento.",🟢 Cerca de soporte | 🟢 base_pattern_detected,7.63,11,20,False,84.8,1.85,8777370.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6097.0,11.1,1.52,7.41,43.6,57.9,-26.0,37.7,False,False,-2.4361,False,40.8,44.6,False,27.47,-25.6,True,False,45,12,0.79,20.12,False
7,CSL.AX,CSL FPO [CSL],ASX,Healthcare,Biotechnology,Australia,AUD,124.37,1.0,script-v2.0,1.0,2026-04-30T10:13:40.026659+02:00,80.5,85.1,84,86,0,7,67,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.43% con caída del 54.9% | analyst_upgrade (media): Target 197.57 vs precio 124.37 (+59%), recMean 1.81, recKey buy",razonable,seguimiento,118.15,124.37,118.15 - 124.37,183.4,234.42,183.40 - 234.42,Pérdida del soporte en 118.15 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 54.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CSL FPO [CSL] está un 54.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 base_pattern_detected,3.43,11,20,False,45.5,0.54,1375876.0,9992999936.0,2.06,,gross,51.9,52.1,-0.2,6.7,60359.0,14.5,2.31,14.97,54.9,58.7,-32.2,27.0,False,False,-17.4427,False,2.9,4.2,False,178.97,-30.5,True,False,55,12,1.29,,False
8,HEN3.DE,Henkel AG & Co. KGaA          I,EUROSTOXX,Consumer Defensive,Household & Personal Products,Germany,EUR,61.74,1.0,script-v2.0,1.0,2026-04-30T10:11:21.675929+02:00,80.3,92.1,98,87,0,12,45,entrada_escalada,entrada_escalada,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 4.92 vs 4.80 (annual_eps_fallback) | debt_reduction (alta): Deuda 3708.0M vs 3711.0M | dividend_maintained (baja): Dividendo actual 3.35% con caída del 26.7% | analyst_upgrade (media): Target 75.34 vs precio 61.74 (+22%), recMean 2.94, recKey hold",razonable,entrada_escalada,58.65,61.74,58.65 - 61.74,68.92,71.57,68.92 - 71.57,Pérdida del soporte en 58.65 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Henkel AG & Co. KGaA          I está un 26.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.","Henkel AG & Co. KGaA          I está un 26.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.7%, deuda neta/EBITDA 0.2x. Técnicamente 🟢 Divergencia alcista RSI. Clasificación: entrada_escalada.",🟢 Divergencia alcista RSI,3.35,11,20,False,41.5,0.18,488370.0,568999936.0,0.18,-0.1,,50.8,,,9.7,25133.0,12.5,1.23,8.01,26.7,25.7,-10.4,35.4,False,False,-1.7662,False,12.9,14.5,False,68.95,-10.5,False,False,45,0,0.82,,False
9,6758.T,SONY GROUP CORPORATION,ASIA,Technology,Consumer Electronics,Japan,JPY,3113.0,1.0,script-v2.0,1.0,2026-04-30T10:14:07.071027+02:00,80.2,86.7,92,82,0,4,61,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 0.80% con caída del 34.8% | analyst_upgrade (media): Target 4764.78 vs precio 3113.00 (+53%), recMean 1.43, recKey strong_buy",razonable,seguimiento,2957.35,3113.0,2957.35 - 3113.00,3855.85,4059.6,3855.85 - 4059.60,Pérdida del soporte en 2957.35 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SONY GROUP CORPORATION está un 34.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.","SONY GROUP CORPORATION está un 34.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 base_pattern_detected,0.8,11,20,False,10.9,0.19,20732964.0,-429644054528.0,-0.21,3.3,gross,29.5,31.0,-1.6,14.9,18390570.0,15.1,2.28,9.44,34.8,34.6,-19.3,35.5,False,False,-204.2573,False,8.9,13.8,False,3886.26,-19.9,True,False,49,12,1.31,,False
10,TWE.AX,TREA WINE FPO [TWE],ASX,Consumer Defensive,Beverages - Wineries & Distilleries,Australia,AUD,4.33,1.0,script-v2.0,1.0,2026-04-30T10:13:57.143981+02:00,79.5,86.9,72,100,0,7,57,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 0.54 vs 0.13 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 9.24% con caída del 52.8% | analyst_upgrade (media): Target 5.45 vs precio 4.33 (+26%), recMean 2.57, recKey hold",razonable,seguimiento,4.05,4.11,4.05 - 4.11,5.81,7.8,5.81 - 7.80,Pérdida del soporte en 4.05 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"TREA WINE FPO [TWE] está un 52.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","TREA WINE FPO [TWE] está un 52.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -9.9%, deuda neta/EBITDA 1.8x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,9.24,10,0,False,72.4,0.54,6944692.0,1862100064.0,1.81,,,46.1,,,-9.9,3496.0,12.7,0.91,-20.4,52.8,63.7,-25.4,56.6,False,False,-0.6245,True,47.5,49.2,False,5.69,-23.9,True,False,35,22,0.65,4.05,False
