Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BAYN.DE,new_opportunity,media,Nueva oportunidad detectada en BAYN.DE,BAYN.DE aparece por primera vez con score 61.8 y clasificación descarte.,2026-06-13T09:41:10.003651+02:00,False
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 74.1 y clasificación seguimiento.,2026-06-13T09:41:10.320367+02:00,False
EOAN.DE,new_opportunity,media,Nueva oportunidad detectada en EOAN.DE,EOAN.DE aparece por primera vez con score 62.1 y clasificación seguimiento.,2026-06-13T09:41:13.076586+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 68.2 y clasificación seguimiento.,2026-06-13T09:41:13.236206+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 72.0 y clasificación entrada_escalada.,2026-06-13T09:41:13.455331+02:00,False
HEN3.DE,new_opportunity,media,Nueva oportunidad detectada en HEN3.DE,HEN3.DE aparece por primera vez con score 71.5 y clasificación seguimiento.,2026-06-13T09:41:15.740807+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 66.8 y clasificación descarte.,2026-06-13T09:41:16.058986+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 80.0 y clasificación seguimiento.,2026-06-13T09:41:16.417817+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 76.0 y clasificación seguimiento.,2026-06-13T09:41:18.606931+02:00,False
DBK.DE,new_opportunity,media,Nueva oportunidad detectada en DBK.DE,DBK.DE aparece por primera vez con score 66.3 y clasificación seguimiento.,2026-06-13T09:41:19.604465+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 75.2 y clasificación seguimiento.,2026-06-13T09:41:21.792898+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 82.0 y clasificación seguimiento.,2026-06-13T09:41:21.978905+02:00,False
AIR.PA,new_opportunity,media,Nueva oportunidad detectada en AIR.PA,AIR.PA aparece por primera vez con score 64.7 y clasificación seguimiento.,2026-06-13T09:41:24.838662+02:00,False
BN.PA,new_opportunity,media,Nueva oportunidad detectada en BN.PA,BN.PA aparece por primera vez con score 64.8 y clasificación seguimiento.,2026-06-13T09:41:24.955705+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 88.4 y clasificación seguimiento.,2026-06-13T09:41:27.939677+02:00,False
DG.PA,new_opportunity,media,Nueva oportunidad detectada en DG.PA,DG.PA aparece por primera vez con score 60.3 y clasificación seguimiento.,2026-06-13T09:41:28.545586+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 67.0 y clasificación seguimiento.,2026-06-13T09:41:30.825736+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 69.8 y clasificación seguimiento.,2026-06-13T09:41:33.956902+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 87.8 y clasificación seguimiento.,2026-06-13T09:41:36.816280+02:00,False
SAN.PA,new_opportunity,media,Nueva oportunidad detectada en SAN.PA,SAN.PA aparece por primera vez con score 73.8 y clasificación entrada_directa.,2026-06-13T09:41:37.439775+02:00,False
SGO.PA,new_opportunity,media,Nueva oportunidad detectada en SGO.PA,SGO.PA aparece por primera vez con score 82.4 y clasificación entrada_directa.,2026-06-13T09:41:39.698099+02:00,False
DSY.PA,new_opportunity,media,Nueva oportunidad detectada en DSY.PA,DSY.PA aparece por primera vez con score 78.9 y clasificación seguimiento.,2026-06-13T09:41:42.602343+02:00,False
VIV.PA,new_opportunity,media,Nueva oportunidad detectada en VIV.PA,VIV.PA aparece por primera vez con score 61.6 y clasificación descarte.,2026-06-13T09:41:42.806535+02:00,False
RNO.PA,new_opportunity,media,Nueva oportunidad detectada en RNO.PA,RNO.PA aparece por primera vez con score 60.8 y clasificación descarte.,2026-06-13T09:41:45.554057+02:00,False
HEIA.AS,new_opportunity,media,Nueva oportunidad detectada en HEIA.AS,HEIA.AS aparece por primera vez con score 63.2 y clasificación descarte.,2026-06-13T09:41:45.622324+02:00,False
PHIA.AS,new_opportunity,media,Nueva oportunidad detectada en PHIA.AS,PHIA.AS aparece por primera vez con score 65.1 y clasificación descarte.,2026-06-13T09:41:48.341062+02:00,False
REN.AS,new_opportunity,media,Nueva oportunidad detectada en REN.AS,REN.AS aparece por primera vez con score 65.5 y clasificación entrada_escalada.,2026-06-13T09:41:48.427100+02:00,False
UNA.AS,new_opportunity,media,Nueva oportunidad detectada en UNA.AS,UNA.AS aparece por primera vez con score 60.6 y clasificación descarte.,2026-06-13T09:41:48.611838+02:00,False
WKL.AS,new_opportunity,media,Nueva oportunidad detectada en WKL.AS,WKL.AS aparece por primera vez con score 77.2 y clasificación seguimiento.,2026-06-13T09:41:51.143008+02:00,False
RACE.MI,new_opportunity,media,Nueva oportunidad detectada en RACE.MI,RACE.MI aparece por primera vez con score 70.5 y clasificación seguimiento.,2026-06-13T09:41:57.495013+02:00,False
ULVR.L,new_opportunity,media,Nueva oportunidad detectada en ULVR.L,ULVR.L aparece por primera vez con score 63.9 y clasificación descarte.,2026-06-13T09:42:12.587199+02:00,False
NG.L,new_opportunity,media,Nueva oportunidad detectada en NG.L,NG.L aparece por primera vez con score 62.7 y clasificación descarte.,2026-06-13T09:42:18.612283+02:00,False
BA.L,new_opportunity,media,Nueva oportunidad detectada en BA.L,BA.L aparece por primera vez con score 66.0 y clasificación entrada_directa.,2026-06-13T09:42:20.036355+02:00,False
DGE.L,new_opportunity,media,Nueva oportunidad detectada en DGE.L,DGE.L aparece por primera vez con score 65.7 y clasificación descarte.,2026-06-13T09:42:21.162588+02:00,False
IMB.L,new_opportunity,media,Nueva oportunidad detectada en IMB.L,IMB.L aparece por primera vez con score 68.2 y clasificación seguimiento.,2026-06-13T09:42:21.398354+02:00,False
PEP,new_opportunity,media,Nueva oportunidad detectada en PEP,PEP aparece por primera vez con score 60.7 y clasificación descarte.,2026-06-13T09:42:26.056349+02:00,False
ABT,new_opportunity,media,Nueva oportunidad detectada en ABT,ABT aparece por primera vez con score 73.6 y clasificación seguimiento.,2026-06-13T09:42:28.274638+02:00,False
T,new_opportunity,media,Nueva oportunidad detectada en T,T aparece por primera vez con score 78.6 y clasificación seguimiento.,2026-06-13T09:42:29.347223+02:00,False
GPC,new_opportunity,media,Nueva oportunidad detectada en GPC,GPC aparece por primera vez con score 61.8 y clasificación seguimiento.,2026-06-13T09:42:34.739929+02:00,False
ADP,new_opportunity,media,Nueva oportunidad detectada en ADP,ADP aparece por primera vez con score 71.2 y clasificación seguimiento.,2026-06-13T09:42:37.312198+02:00,False
BDX,new_opportunity,media,Nueva oportunidad detectada en BDX,BDX aparece por primera vez con score 68.5 y clasificación entrada_escalada.,2026-06-13T09:42:38.158704+02:00,False
ED,new_opportunity,media,Nueva oportunidad detectada en ED,ED aparece por primera vez con score 63.3 y clasificación entrada_escalada.,2026-06-13T09:42:38.324820+02:00,False
LOW,new_opportunity,media,Nueva oportunidad detectada en LOW,LOW aparece por primera vez con score 69.8 y clasificación entrada_directa.,2026-06-13T09:42:39.178736+02:00,False
MCD,new_opportunity,media,Nueva oportunidad detectada en MCD,MCD aparece por primera vez con score 61.0 y clasificación seguimiento.,2026-06-13T09:42:41.173253+02:00,False
GILD,new_opportunity,media,Nueva oportunidad detectada en GILD,GILD aparece por primera vez con score 76.0 y clasificación entrada_directa.,2026-06-13T09:43:04.468824+02:00,False
KMB,new_opportunity,media,Nueva oportunidad detectada en KMB,KMB aparece por primera vez con score 62.7 y clasificación descarte.,2026-06-13T09:43:14.543284+02:00,False
GIS,new_opportunity,media,Nueva oportunidad detectada en GIS,GIS aparece por primera vez con score 79.0 y clasificación seguimiento.,2026-06-13T09:43:17.785090+02:00,False
CPB,new_opportunity,media,Nueva oportunidad detectada en CPB,CPB aparece por primera vez con score 80.2 y clasificación seguimiento.,2026-06-13T09:43:18.477671+02:00,False
IP,new_opportunity,media,Nueva oportunidad detectada en IP,IP aparece por primera vez con score 77.0 y clasificación seguimiento.,2026-06-13T09:43:21.133095+02:00,False
MSFT,new_opportunity,media,Nueva oportunidad detectada en MSFT,MSFT aparece por primera vez con score 65.1 y clasificación seguimiento.,2026-06-13T09:43:21.490396+02:00,False
META,new_opportunity,media,Nueva oportunidad detectada en META,META aparece por primera vez con score 61.1 y clasificación descarte.,2026-06-13T09:43:24.166424+02:00,False
CSL.AX,new_opportunity,media,Nueva oportunidad detectada en CSL.AX,CSL.AX aparece por primera vez con score 67.2 y clasificación seguimiento.,2026-06-13T09:43:27.350924+02:00,False
NAB.AX,new_opportunity,media,Nueva oportunidad detectada en NAB.AX,NAB.AX aparece por primera vez con score 65.5 y clasificación descarte.,2026-06-13T09:43:29.521111+02:00,False
