Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2649.0,1.0,script-v2.0,1.0,2026-05-11T11:33:51.613955+02:00,91.0,92.6,99,87,0,7,86,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 2.94% con caída del 36.6% | analyst_upgrade (media): Target 4521.25 vs precio 2649.00 (+71%), recMean 1.38, recKey strong_buy",fuerte,seguimiento,2453.0,2649.0,2453.00 - 2649.00,3287.51,3551.3,3287.51 - 3551.30,Pérdida del soporte en 2453.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 36.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 36.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,2.94,11,20,False,46.1,0.18,8750053.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,4820261.0,17.7,2.87,11.65,36.6,56.0,-19.4,43.5,False,True,-198.7069,True,36.0,30.0,False,3226.09,-17.9,True,False,64,22,1.23,2453.0,False
2,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3580.0,1.0,script-v2.0,1.0,2026-05-11T11:33:57.931969+02:00,89.0,89.0,81,96,0,7,89,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 465.88 vs 390.66 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 0.89% con caída del 25.9% | analyst_upgrade (media): Target 4605.83 vs precio 3580.00 (+29%), recMean 2.42, recKey buy",fuerte,seguimiento,3552.0,3580.0,3552.00 - 3580.00,4105.5,4132.81,4105.50 - 4132.81,Pérdida del soporte en 3552.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CENTRAL JAPAN RAILWAY CO está un 25.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 25.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,0.89,11,20,False,5.6,0.94,2802728.0,4437330165760.0,4.28,9.9,,52.2,,,11.5,3419814.0,6.3,0.67,7.65,25.9,25.6,-13.4,28.3,False,True,-91.6322,False,3.5,7.1,False,4178.24,-14.3,True,False,77,12,1.2,3552.0,False
3,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,102.45,1.0,script-v2.0,1.0,2026-05-11T11:31:18.892181+02:00,87.3,90.7,87,94,0,4,77,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.32% con caída del 34.6% | analyst_upgrade (media): Target 149.93 vs precio 102.45 (+46%), recMean 1.72, recKey buy",fuerte,seguimiento,99.62,102.45,99.62 - 102.45,122.2,133.07,122.20 - 133.07,Pérdida del soporte en 99.62 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 34.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","CAPGEMINI está un 34.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Bajo SMA200 con SMA50 girando | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.32,10,0,False,37.2,0.81,768172.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17124.0,11.2,1.49,8.36,34.6,50.4,-16.2,46.8,False,False,-8.0026,True,36.1,43.0,False,121.47,-15.7,True,False,55,22,0.82,99.62,True
4,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,62.64,1.0,script-v2.0,1.0,2026-05-11T11:31:27.993149+02:00,86.8,88.3,83,93,0,7,82,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.50% con caída del 41.7% | analyst_upgrade (media): Target 87.03 vs precio 62.64 (+39%), recMean 2.32, recKey buy",fuerte,seguimiento,62.22,62.64,62.22 - 62.64,78.75,91.33,78.75 - 91.33,Pérdida del soporte en 62.22 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 41.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","PERNOD RICARD está un 41.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.5,10,0,False,84.0,0.82,862114.0,11203999744.0,3.89,8.0,,58.4,,,8.6,15774.0,11.2,1.02,9.82,41.7,54.2,-20.5,39.6,True,False,-4.9284,False,17.3,28.1,False,77.46,-19.1,True,False,70,12,0.76,62.22,False
5,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,34.68,1.0,script-v2.0,1.0,2026-05-11T11:33:13.235092+02:00,86.8,87.4,89,86,0,6,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 7.04% con caída del 37.3%,fuerte,seguimiento,34.34,34.68,34.34 - 34.68,43.94,47.05,43.94 - 47.05,Pérdida del soporte en 34.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 37.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","General Mills, Inc. está un 37.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.04,11,20,False,59.4,2.18,9135810.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,18508.0,8.5,3.35,6.42,37.3,50.3,-21.1,41.8,False,False,-3.2836,False,46.6,67.2,False,43.86,-20.9,True,False,73,12,1.34,34.34,False
6,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,20.84,1.0,script-v2.0,1.0,2026-05-11T11:33:13.697835+02:00,83.7,88.3,84,92,0,1,70,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.49% con caída del 42.4%,fuerte,seguimiento,20.17,20.84,20.17 - 20.84,27.32,30.74,27.32 - 30.74,Pérdida del soporte en 20.17 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 42.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","The Campbell's Company está un 42.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.49,11,20,False,84.8,1.85,8828423.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6213.0,11.3,1.55,7.48,42.4,57.1,-23.7,46.2,False,False,-2.3752,True,56.3,68.8,False,27.23,-23.5,True,False,48,22,0.85,20.17,False
7,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,33.03,1.0,script-v2.0,1.0,2026-05-11T11:33:16.831725+02:00,82.8,80.7,69,91,0,9,89,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,eps_stabilization (media): EPS 0.11 vs -4.52 (Diluted EPS) | debt_reduction (alta): Deuda 9759.0M vs 10317.0M | dividend_maintained (baja): Dividendo actual 5.60% con caída del 41.2%,fuerte,seguimiento,32.13,33.03,32.13 - 33.03,41.43,47.71,41.43 - 47.71,Pérdida del soporte en 32.13 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 41.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","International Paper Company está un 41.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,5.6,11,20,False,158.1,0.66,7019131.0,8522999552.0,2.13,-5.4,gross,29.7,29.8,-0.1,-16.0,17490.0,12.3,1.18,6.49,41.2,42.5,-20.3,44.4,True,False,-2.6176,False,46.2,46.1,False,41.05,-19.5,True,False,77,12,0.89,32.13,False
8,7751.T,CANON INC,ASIA,Technology,Computer Hardware,Japan,JPY,4092.0,1.0,script-v2.0,1.0,2026-05-11T11:33:54.498162+02:00,81.4,78.5,86,72,0,1,90,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 3.91% con caída del 18.7%,fuerte,seguimiento,3996.0,4092.0,3996.00 - 4092.00,4278.05,4424.41,4278.05 - 4424.41,Pérdida del soporte en 3996.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"CANON INC está un 18.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CANON INC está un 18.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,3.91,10,0,False,43.6,0.34,4151553.0,582022987776.0,0.85,10.3,,46.5,,,9.4,3554260.0,11.1,1.04,6.35,18.7,18.9,-7.5,37.3,False,True,-103.5081,False,19.2,14.4,False,4444.65,-7.9,True,False,73,17,1.07,3996.0,False
9,6758.T,SONY GROUP CORPORATION,ASIA,Technology,Consumer Electronics,Japan,JPY,3372.0,1.0,script-v2.0,1.0,2026-05-11T11:33:51.754847+02:00,81.0,80.3,91,71,0,4,83,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 1.04% con caída del 29.4% | analyst_upgrade (media): Target 4750.00 vs precio 3372.00 (+41%), recMean 1.43, recKey strong_buy",fuerte,seguimiento,3224.61,3312.91,3224.61 - 3312.91,3846.51,4059.6,3846.51 - 4059.60,Pérdida del soporte en 3224.61 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SONY GROUP CORPORATION está un 29.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.4%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","SONY GROUP CORPORATION está un 29.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.4%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.04,11,20,False,14.6,0.2,20331903.0,-539210022912.0,-0.2,4.1,gross,30.8,31.0,-0.2,12.4,19920654.0,19.7,2.47,6.78,29.4,29.1,-12.3,56.8,False,True,-190.3155,True,75.8,36.7,False,3858.2,-12.6,True,False,61,22,2.43,3224.61,False
10,SGO.PA,SAINT GOBAIN,EUROSTOXX,Industrials,Building Products & Equipment,France,EUR,78.54,1.0,script-v2.0,1.0,2026-05-11T11:31:29.780041+02:00,79.7,75.9,93,61,0,12,91,entrada_directa,entrada_directa,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 5.78 vs 5.64 (annual_eps_fallback) | debt_reduction (alta): Deuda 18088.0M vs 18384.0M | dividend_maintained (baja): Dividendo actual 2.93% con caída del 24.9% | analyst_upgrade (media): Target 97.92 vs precio 78.54 (+25%), recMean 1.89, recKey buy",fuerte,entrada_directa,74.97,75.32,74.97 - 75.32,85.46,88.95,85.46 - 88.95,Pérdida del soporte en 74.97 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"SAINT GOBAIN está un 24.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: entrada_directa.","SAINT GOBAIN está un 24.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: entrada_directa.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,2.93,9,0,False,38.1,0.72,1435396.0,10505999360.0,1.55,-1.6,,27.8,,,11.7,38264.0,13.6,1.58,7.39,24.9,24.9,-8.1,54.2,True,False,-2.7349,True,52.7,62.5,False,84.55,-7.1,True,False,64,27,0.8,74.97,False
