Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,91.62,1.0,script-v2.0,1.0,2026-07-14T09:52:47.153448+02:00,90.0,96.7,93,100,0,4,70,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.71% con caída del 40.5% | analyst_upgrade (media): Target 143.81 vs precio 91.62 (+57%), recMean 1.76, recKey buy",fuerte,seguimiento,86.68,91.02,86.68 - 91.02,112.78,130.09,112.78 - 130.09,Pérdida del soporte en 86.68 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CAPGEMINI está un 40.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","CAPGEMINI está un 40.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.71,11,20,False,37.2,0.81,720764.0,6643999744.0,2.29,55.8,,27.0,,,13.7,15182.0,10.0,1.34,7.67,40.5,51.9,-19.3,46.1,False,False,-7.0664,True,51.3,35.8,False,112.01,-18.7,True,False,48,22,0.75,86.68,False
2,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,64.22,1.0,script-v2.0,1.0,2026-07-14T09:52:54.177796+02:00,85.2,88.3,83,93,0,7,76,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.32% con caída del 41.1% | analyst_upgrade (media): Target 85.05 vs precio 64.22 (+32%), recMean 2.50, recKey buy",fuerte,seguimiento,61.7,63.28,61.70 - 63.28,72.43,91.33,72.43 - 91.33,Pérdida del soporte en 61.70 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 41.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","PERNOD RICARD está un 41.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.32,10,0,False,84.0,0.82,699466.0,11203999744.0,3.89,8.0,,58.4,,,8.6,16171.0,11.5,1.04,9.87,41.1,51.6,-12.6,47.7,True,False,-3.3086,False,33.2,40.5,False,71.81,-11.9,True,False,64,12,0.43,61.7,False
3,3382.T,SEVEN & I HOLDINGS CO LTD,ASIA,Consumer Defensive,Grocery Stores,Japan,JPY,2015.0,1.0,script-v2.0,1.0,2026-07-14T09:54:53.234177+02:00,82.2,80.9,82,80,0,4,86,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 26.21 vs 18.96 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 2.98% con caída del 17.5%,fuerte,seguimiento,1919.67,1979.2,1919.67 - 1979.20,2048.86,2054.45,2048.86 - 2054.45,Pérdida del soporte en 1979.20 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"SEVEN & I HOLDINGS CO LTD está un 17.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.0%, deuda neta/EBITDA 3.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.","SEVEN & I HOLDINGS CO LTD está un 17.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.0%, deuda neta/EBITDA 3.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,2.98,11,20,False,42.1,1.04,7289930.0,3217205100544.0,3.32,,,16.4,,,8.0,4658162.0,17.0,1.26,8.14,17.5,23.8,-2.7,54.3,False,False,-33.7789,True,53.3,63.6,False,2059.36,-3.1,True,False,59,27,1.64,1979.2,True
4,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,22.15,1.0,script-v2.0,1.0,2026-07-14T09:54:17.474026+02:00,81.4,84.9,79,90,0,4,71,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,margin_stabilization (media): Margen gross 27.5% vs 28.0% (-0.5 pp) | dividend_maintained (baja): Dividendo actual 7.04% con caída del 35.2%,fuerte,seguimiento,21.1,21.75,21.10 - 21.75,24.8,29.04,24.80 - 29.04,Pérdida del soporte en 21.75 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"The Campbell's Company está un 35.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.","The Campbell's Company está un 35.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 15.4%, deuda neta/EBITDA 4.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Bajo SMA200 con SMA50 girando. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Bajo SMA200 con SMA50 girando | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,7.04,11,20,False,76.5,1.82,9112683.0,6934000000.0,4.07,3.7,gross,29.2,28.8,0.4,15.4,6605.0,10.8,1.64,7.94,35.2,53.6,-10.7,52.9,False,False,-1.008,False,53.7,49.7,False,24.49,-9.6,True,True,48,23,0.56,21.75,True
5,DSY.PA,DASSAULT SYSTEMES,EUROSTOXX,Technology,Software - Application,France,EUR,18.66,1.0,script-v2.0,1.0,2026-07-14T09:52:58.789170+02:00,78.2,84.0,100,70,0,9,61,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"debt_reduction (alta): Deuda 2479.4M vs 3169.2M | dividend_maintained (baja): Dividendo actual 1.45% con caída del 44.5% | analyst_upgrade (media): Target 22.82 vs precio 18.66 (+22%), recMean 2.60, recKey hold",razonable,seguimiento,17.46,18.41,17.46 - 18.41,21.15,28.19,21.15 - 28.19,Pérdida del soporte en 17.46 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"DASSAULT SYSTEMES está un 44.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.4%, deuda neta/EBITDA -1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","DASSAULT SYSTEMES está un 44.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.4%, deuda neta/EBITDA -1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.45,11,20,False,28.3,0.27,2410502.0,-2395500032.0,-1.43,-21.8,gross,83.9,83.8,0.0,13.4,24519.0,20.3,2.67,13.3,44.5,54.3,-13.0,51.5,False,False,-1.0375,True,69.8,66.5,False,20.62,-10.7,True,False,39,22,0.47,17.46,False
6,T,AT&T Inc.,SP500,Communication Services,Telecom Services,United States,USD,21.55,1.0,script-v2.0,1.0,2026-07-14T09:53:36.150981+02:00,78.1,85.8,89,83,0,10,55,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 60.1% vs 55.7% (+4.4 pp) | eps_stabilization (media): EPS 0.54 vs 0.53 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 5.15% con caída del 27.7% | analyst_upgrade (media): Target 29.28 vs precio 21.55 (+36%), recMean 2.08, recKey buy",razonable,seguimiento,20.46,21.55,20.46 - 21.55,24.85,25.32,24.85 - 25.32,Pérdida del soporte en 20.46 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"AT&T Inc. está un 27.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.4%, deuda neta/EBITDA 3.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","AT&T Inc. está un 27.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.4%, deuda neta/EBITDA 3.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD,5.15,11,20,False,37.4,1.27,51105800.0,150413006848.0,3.39,4.7,gross,59.4,59.5,-0.1,18.4,149737.0,7.1,1.37,7.16,27.7,25.0,-13.3,45.7,True,False,-1.1927,False,63.1,49.9,False,24.72,-12.8,False,False,55,0,0.73,20.46,False
7,035420.KS,NAVER,ASIA,Communication Services,Internet Content & Information,South Korea,KRW,188800.0,1.0,script-v2.0,1.0,2026-07-14T09:55:09.988166+02:00,77.5,81.9,75,88,0,7,64,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 100.0% vs 100.0% (+0.0 pp) | dividend_maintained (baja): Dividendo actual 1.39% con caída del 39.7% | analyst_upgrade (media): Target 303074.06 vs precio 188800.00 (+61%), recMean 1.67, recKey buy",razonable,seguimiento,174040.0,183200.0,174040.00 - 183200.00,233837.13,258400.0,233837.13 - 258400.00,Pérdida del soporte en 174040.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"NAVER está un 39.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 5.7%, deuda neta/EBITDA -1.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","NAVER está un 39.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 5.7%, deuda neta/EBITDA -1.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 base_pattern_detected,1.39,10,2,False,21.9,0.17,1912897.0,-3653219385344.0,-1.21,27.2,gross,100.0,100.0,0.0,5.7,28240662.0,12.9,,8.71,39.7,39.7,-21.7,36.1,False,True,-9225.0085,False,7.8,14.9,False,231821.5,-21.0,True,False,52,12,0.71,,False
8,0700.HK,TENCENT,ASIA,Communication Services,Internet Content & Information,China,HKD,457.6,1.0,script-v2.0,1.0,2026-07-14T09:55:03.798358+02:00,76.7,81.9,99,67,0,7,61,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.30 vs 6.28 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 1.16% con caída del 33.1% | analyst_upgrade (media): Target 688.74 vs precio 457.60 (+51%), recMean 1.33, recKey strong_buy",razonable,seguimiento,418.93,449.49,418.93 - 449.49,546.93,580.55,546.93 - 580.55,Pérdida del soporte en 418.93 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"TENCENT está un 33.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 20.5%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","TENCENT está un 33.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 20.5%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.16,11,19,False,17.1,0.33,32330720.0,-54203973632.0,-0.19,,gross,56.4,56.9,-0.5,20.5,4119145.0,16.4,3.17,14.74,33.1,32.3,-16.5,53.4,False,False,-28.2977,True,61.9,63.8,False,530.91,-14.0,True,False,39,22,0.84,418.93,False
9,SAP.DE,SAP SE                        I,EUROSTOXX,Technology,Software - Application,Germany,EUR,140.72,1.0,script-v2.0,1.0,2026-07-14T09:52:40.390087+02:00,75.7,77.6,100,58,0,10,70,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"margin_stabilization (media): Margen gross 73.0% vs 71.4% (+1.6 pp) | eps_stabilization (media): EPS 1.65 vs 1.57 (Diluted EPS) | dividend_maintained (baja): Dividendo actual 1.78% con caída del 48.3% | analyst_upgrade (media): Target 209.24 vs precio 140.72 (+49%), recMean 1.42, recKey strong_buy",fuerte,seguimiento,135.98,138.2,135.98 - 138.20,177.44,227.04,177.44 - 227.04,Pérdida del soporte en 135.98 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"SAP SE                        I está un 48.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.4%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.","SAP SE                        I está un 48.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.4%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,1.78,11,20,False,37.7,0.17,2897016.0,-2182999552.0,-0.19,5.2,gross,73.7,72.8,0.9,16.4,164299.0,22.5,3.65,13.96,48.3,50.0,-22.1,46.0,False,False,-12.7027,True,51.3,49.2,False,172.65,-20.0,True,False,48,22,0.46,135.98,False
10,CSL.AX,CSL FPO [CSL],ASX,Healthcare,Biotechnology,Australia,AUD,122.07,1.0,script-v2.0,1.0,2026-07-14T09:54:25.530854+02:00,75.5,85.6,84,87,0,4,45,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.49% con caída del 55.4%,razonable,seguimiento,108.43,112.4,108.43 - 112.40,152.25,234.42,152.25 - 234.42,Pérdida del soporte en 112.40 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 55.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","CSL FPO [CSL] está un 55.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza,3.49,11,20,False,45.5,0.54,1925123.0,9992999936.0,2.06,,gross,51.9,52.1,-0.2,6.7,58461.0,13.6,2.19,14.52,55.4,59.2,-19.2,63.2,False,False,-13.7068,True,72.4,69.0,False,149.34,-17.7,False,False,35,10,0.57,112.4,False
