Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
BMW.DE,new_opportunity,media,Nueva oportunidad detectada en BMW.DE,BMW.DE aparece por primera vez con score 72.8 y clasificación seguimiento.,2026-07-15T09:56:52.075284+02:00,False
DTE.DE,new_opportunity,media,Nueva oportunidad detectada en DTE.DE,DTE.DE aparece por primera vez con score 71.8 y clasificación seguimiento.,2026-07-15T09:56:55.091578+02:00,False
FRE.DE,new_opportunity,media,Nueva oportunidad detectada en FRE.DE,FRE.DE aparece por primera vez con score 71.0 y clasificación entrada_escalada.,2026-07-15T09:56:55.360194+02:00,False
VOW3.DE,new_opportunity,media,Nueva oportunidad detectada en VOW3.DE,VOW3.DE aparece por primera vez con score 69.4 y clasificación seguimiento.,2026-07-15T09:56:58.073670+02:00,False
MUV2.DE,new_opportunity,media,Nueva oportunidad detectada en MUV2.DE,MUV2.DE aparece por primera vez con score 68.4 y clasificación seguimiento.,2026-07-15T09:56:58.564973+02:00,False
HEI.DE,new_opportunity,media,Nueva oportunidad detectada en HEI.DE,HEI.DE aparece por primera vez con score 71.3 y clasificación seguimiento.,2026-07-15T09:57:03.973343+02:00,False
SAP.DE,new_opportunity,media,Nueva oportunidad detectada en SAP.DE,SAP.DE aparece por primera vez con score 72.8 y clasificación seguimiento.,2026-07-15T09:57:04.098139+02:00,False
BEI.DE,new_opportunity,media,Nueva oportunidad detectada en BEI.DE,BEI.DE aparece por primera vez con score 68.5 y clasificación seguimiento.,2026-07-15T09:57:04.271156+02:00,False
CAP.PA,new_opportunity,media,Nueva oportunidad detectada en CAP.PA,CAP.PA aparece por primera vez con score 91.8 y clasificación seguimiento.,2026-07-15T09:57:09.349405+02:00,False
DG.PA,new_opportunity,media,Nueva oportunidad detectada en DG.PA,DG.PA aparece por primera vez con score 74.5 y clasificación seguimiento.,2026-07-15T09:57:11.943082+02:00,False
EL.PA,new_opportunity,media,Nueva oportunidad detectada en EL.PA,EL.PA aparece por primera vez con score 66.5 y clasificación seguimiento.,2026-07-15T09:57:12.154470+02:00,False
MC.PA,new_opportunity,media,Nueva oportunidad detectada en MC.PA,MC.PA aparece por primera vez con score 71.5 y clasificación seguimiento.,2026-07-15T09:57:15.149464+02:00,False
RI.PA,new_opportunity,media,Nueva oportunidad detectada en RI.PA,RI.PA aparece por primera vez con score 79.5 y clasificación seguimiento.,2026-07-15T09:57:18.199357+02:00,False
