Ticker,Alert_Type,Severity,Title,Message,Triggered_At,Is_Read
HEIA.AS,new_opportunity,media,Nueva oportunidad detectada en HEIA.AS,HEIA.AS aparece por primera vez con score 60.5 y clasificación seguimiento.,2026-08-18T08:33:02.930515+02:00,False
WBC.AX,new_opportunity,media,Nueva oportunidad detectada en WBC.AX,WBC.AX aparece por primera vez con score 60.8 y clasificación descarte.,2026-08-18T08:34:48.617371+02:00,False
FMG.AX,new_opportunity,media,Nueva oportunidad detectada en FMG.AX,FMG.AX aparece por primera vez con score 81.6 y clasificación seguimiento.,2026-08-18T08:34:54.034858+02:00,False
GPT.AX,new_opportunity,media,Nueva oportunidad detectada en GPT.AX,GPT.AX aparece por primera vez con score 63.9 y clasificación seguimiento.,2026-08-18T08:35:01.228997+02:00,False
SCG.AX,new_opportunity,media,Nueva oportunidad detectada en SCG.AX,SCG.AX aparece por primera vez con score 63.6 y clasificación seguimiento.,2026-08-18T08:35:02.339381+02:00,False
MGR.AX,new_opportunity,media,Nueva oportunidad detectada en MGR.AX,MGR.AX aparece por primera vez con score 66.0 y clasificación seguimiento.,2026-08-18T08:35:02.978604+02:00,False
TWE.AX,new_opportunity,media,Nueva oportunidad detectada en TWE.AX,TWE.AX aparece por primera vez con score 64.2 y clasificación seguimiento.,2026-08-18T08:35:03.811143+02:00,False
BEN.AX,new_opportunity,media,Nueva oportunidad detectada en BEN.AX,BEN.AX aparece por primera vez con score 62.7 y clasificación seguimiento.,2026-08-18T08:35:05.072108+02:00,False
7203.T,new_opportunity,media,Nueva oportunidad detectada en 7203.T,7203.T aparece por primera vez con score 76.3 y clasificación seguimiento.,2026-08-18T08:35:06.079268+02:00,False
4503.T,new_opportunity,media,Nueva oportunidad detectada en 4503.T,4503.T aparece por primera vez con score 72.9 y clasificación seguimiento.,2026-08-18T08:35:12.514157+02:00,False
4568.T,new_opportunity,media,Nueva oportunidad detectada en 4568.T,4568.T aparece por primera vez con score 75.3 y clasificación seguimiento.,2026-08-18T08:35:13.054917+02:00,False
6758.T,new_opportunity,media,Nueva oportunidad detectada en 6758.T,6758.T aparece por primera vez con score 63.0 y clasificación seguimiento.,2026-08-18T08:35:14.355616+02:00,False
7751.T,new_opportunity,media,Nueva oportunidad detectada en 7751.T,7751.T aparece por primera vez con score 66.9 y clasificación seguimiento.,2026-08-18T08:35:15.875364+02:00,False
8031.T,new_opportunity,media,Nueva oportunidad detectada en 8031.T,8031.T aparece por primera vez con score 65.8 y clasificación seguimiento.,2026-08-18T08:35:17.809765+02:00,False
9020.T,new_opportunity,media,Nueva oportunidad detectada en 9020.T,9020.T aparece por primera vez con score 72.9 y clasificación seguimiento.,2026-08-18T08:35:19.223649+02:00,False
9021.T,new_opportunity,media,Nueva oportunidad detectada en 9021.T,9021.T aparece por primera vez con score 77.5 y clasificación seguimiento.,2026-08-18T08:35:19.943694+02:00,False
9022.T,new_opportunity,media,Nueva oportunidad detectada en 9022.T,9022.T aparece por primera vez con score 76.8 y clasificación seguimiento.,2026-08-18T08:35:20.822691+02:00,False
3382.T,new_opportunity,media,Nueva oportunidad detectada en 3382.T,3382.T aparece por primera vez con score 72.8 y clasificación seguimiento.,2026-08-18T08:35:22.525367+02:00,False
8002.T,new_opportunity,media,Nueva oportunidad detectada en 8002.T,8002.T aparece por primera vez con score 68.1 y clasificación seguimiento.,2026-08-18T08:35:23.889409+02:00,False
0016.HK,new_opportunity,media,Nueva oportunidad detectada en 0016.HK,0016.HK aparece por primera vez con score 71.2 y clasificación seguimiento.,2026-08-18T08:35:25.267412+02:00,False
0012.HK,new_opportunity,media,Nueva oportunidad detectada en 0012.HK,0012.HK aparece por primera vez con score 61.0 y clasificación descarte.,2026-08-18T08:35:27.857689+02:00,False
0066.HK,new_opportunity,media,Nueva oportunidad detectada en 0066.HK,0066.HK aparece por primera vez con score 73.8 y clasificación seguimiento.,2026-08-18T08:35:28.921206+02:00,False
0700.HK,new_opportunity,media,Nueva oportunidad detectada en 0700.HK,0700.HK aparece por primera vez con score 77.7 y clasificación seguimiento.,2026-08-18T08:35:31.226051+02:00,False
1038.HK,new_opportunity,media,Nueva oportunidad detectada en 1038.HK,1038.HK aparece por primera vez con score 62.1 y clasificación seguimiento.,2026-08-18T08:35:31.665525+02:00,False
1299.HK,new_opportunity,media,Nueva oportunidad detectada en 1299.HK,1299.HK aparece por primera vez con score 75.2 y clasificación seguimiento.,2026-08-18T08:35:33.560724+02:00,False
000660.KS,new_opportunity,media,Nueva oportunidad detectada en 000660.KS,000660.KS aparece por primera vez con score 60.8 y clasificación pendiente_confirmacion.,2026-08-18T08:35:34.470184+02:00,False
051910.KS,new_opportunity,media,Nueva oportunidad detectada en 051910.KS,051910.KS aparece por primera vez con score 60.5 y clasificación seguimiento.,2026-08-18T08:35:34.656355+02:00,False
035420.KS,new_opportunity,media,Nueva oportunidad detectada en 035420.KS,035420.KS aparece por primera vez con score 75.0 y clasificación seguimiento.,2026-08-18T08:35:36.661419+02:00,False
